,Lane,Summoner,Champion,Kills,Deaths,Assists,Killing_Spree,Multikills,Total_Damage,Damage_To_Objectives,Damage_To_Turrets,Damage_Taken,Gold_Earned,Champ_Level,Wards_Bought,Vision_Score,Crowd_Controls,Item_0,Item_1,Item_2,Item_3,Item_4,Item_5,Item_6,champion_name
5758,MIDDLE,c6LMYKMTZess7WbsG8DnYis38dYZF9_MZOpJg090mKK4IFQ,350,5,4,19,5,1,14381,2620,2097,6585,10149,14,4,56,19,3504,3174,3098,3028,1082,3108,3364,Yuumi
5836,MIDDLE,NDPN5K3EUpoJx3kXCvbz0bMIy90q2x82bl3HWsTN6EhRgdQ,143,4,1,6,3,1,14508,12558,5028,10053,11264,15,0,16,17,3020,1056,3285,3916,3151,1052,3340,Zyra
5847,MIDDLE,YiqeGyQ7wDpOdeyo65zuybeAGnWjSaMF1qrq0-XUzJ5i0A,223,1,5,7,0,1,3804,4183,1305,23869,7418,13,3,50,12,3401,2424,3109,3114,3801,3111,3364,TahmKench
5858,MIDDLE,G7fK7d9VkIAEcJF6rzBN3zsaFPweRIvCabkc2zBCstl380c,555,5,7,8,2,1,8036,351,0,22164,10046,14,10,56,17,2055,3147,3142,3401,3117,0,3364,Pyke
5859,MIDDLE,1SyOQpPC8jUJXec2jp9BhIz8UUHD3nsJ1FF-tJXFnYjyYA,99,4,7,9,0,1,19384,1735,1468,14317,9545,15,3,19,42,3165,3285,1052,1056,3020,1058,3363,Lux
5870,MIDDLE,HJfAQt6eNgy6E_HcHXglb3vrRqhUboCowBM9cpoOBMeU0A,43,3,5,15,0,1,12632,2560,1268,9447,7584,11,5,41,25,3174,3098,1028,1052,1026,3020,3364,Karma
5876,MIDDLE,VwQpOanUlGxkw-rDC1u3DwFAHYj3SGeQmojKb8VBHazcj6oECYowu4hL,12,2,6,18,2,1,7019,3086,3002,17731,8435,13,7,56,32,3190,3109,3401,3117,0,2055,3364,Alistar
5934,MIDDLE,VU48wfp7HR6qLPrLNRzGP8LhW_KTk8UdWKKupse7oegVKZI,201,2,6,7,0,1,4409,0,0,14696,5199,9,2,26,22,3401,2031,3107,0,3117,0,3364,Braum
6045,MIDDLE,56hLFmodsr1NDUESPg7R4ewlN0cjClQ9saEwH9D5l8i-mhE,555,7,5,12,5,1,18202,4510,659,24053,12848,17,3,34,32,3142,3814,3077,3133,3147,3117,3340,Pyke
6065,MIDDLE,EuTuG-Medz8tLj4oP6O1z9RqD8HcfZ_lbB__YhSS_qeJN0Q,350,0,3,30,0,0,10340,2343,1508,7014,9006,14,0,30,29,3098,3107,3174,3504,1082,0,3364,Yuumi
6078,MIDDLE,YdzgaGeUPoapYdrTaaXFCq3ufSuCVyBGLPPp9ytPDqqZnto,555,7,5,5,2,1,11158,74,0,22351,8841,12,6,50,26,3401,3142,0,3117,3134,3133,3364,Pyke
6142,MIDDLE,yV5FUewOtSBuvyAsbyV6V_-LgB2VXGpgeVHKkSxQpKrEsw,63,7,2,8,5,1,26905,8192,2400,13105,11376,16,0,16,21,2033,1056,3116,3916,3151,3020,3340,Brand
6143,MIDDLE,UydKp9BHPAnbCaRAXiUcliLi5c6U-74ywcOaMavXbA,117,1,4,6,0,1,8353,3909,1428,14964,7773,13,2,14,16,1082,3504,1052,1001,1056,3285,3340,Lulu
6208,MIDDLE,ccBvaug8vVD_7dCkSpaaofpfaRpWHLAYD3k6I5aCQJt0XHjPPZ6RYL_A,350,1,3,8,0,1,12836,220,220,8237,5710,10,6,41,20,3174,3114,3098,2055,3801,0,3364,Yuumi
6211,MIDDLE,F2-RIJW-55jLB-xRRQzZSonMdQWsPLZ5VVxiODCSNIkZQpk,43,3,2,10,2,1,23057,1959,184,16161,9757,14,5,40,34,2033,3111,3108,3174,1082,3165,3363,Karma
6237,MIDDLE,Gztg8TD-X7qfc6jGuRlRKTJhJSCZjSqtdNrtHcovQvR8JJ4,555,13,7,11,4,2,15643,528,141,29825,14419,16,14,124,31,3026,3142,3069,0,3147,3117,3364,Pyke
6311,MIDDLE,nz3uwTzKetPhYUHBMK7dSoC7bGklBfgraUx4etj9dqed_A,99,5,3,12,4,2,8901,3159,2153,7843,8354,12,2,46,37,3098,3113,3114,3174,3117,1028,3364,Lux
6326,MIDDLE,ok3Z0tKpyNldrH9zXtcZUqigbsPtvy3Z8h4l0UkFKMiwBw,497,2,4,4,2,1,7538,340,340,9438,6783,11,4,40,22,2424,3067,3092,3047,2055,3050,3364,Rakan
6348,MIDDLE,Y8qqXyXk5dqosXrNGVzVV0XTRHqQOfpIVrCYk9_KfQ,40,0,9,20,0,0,8056,4537,920,13166,7839,13,9,69,41,3098,0,3117,3504,0,3107,3364,Janna
6392,MIDDLE,v7vI9FlZGqg9HFDOVBLxM2fxCBHeUTzuC3s3RLB-8eHF0wA,111,1,7,10,0,1,7629,1122,164,21225,9016,13,15,92,42,3109,3117,3050,1028,2055,3401,3364,Nautilus
6393,MIDDLE,VibKDLkiUy92vrHyPfndTbtkMHsqspV6hYI61v4OU3uJDQ,201,1,7,1,0,1,3163,2064,0,13184,4813,10,6,34,19,2003,3067,3401,2055,3047,0,3364,Braum
6462,MIDDLE,lKYb70uhM5wWvr1isz2l-NfPMRrN_AGXb_ndcCZ6Fh2hZMUzQDznx9te,44,3,4,13,0,1,5047,4268,2249,31206,9092,14,1,54,24,2031,3097,3111,3222,3001,3114,3364,Taric
6469,MIDDLE,yV5FUewOtSBuvyAsbyV6V_-LgB2VXGpgeVHKkSxQpKrEsw,63,2,3,4,0,1,11367,11342,3310,10915,7714,12,2,21,7,2033,1026,3151,1028,3020,1056,3340,Brand
6471,MIDDLE,YiqeGyQ7wDpOdeyo65zuybeAGnWjSaMF1qrq0-XUzJ5i0A,99,2,8,18,0,1,13205,3139,1760,15648,11798,16,17,102,65,3092,3107,3117,3504,3174,2055,3364,Lux
6480,MIDDLE,9EaQ2JTD9r7I5KYvsZkmc0VPRa3cGWM4nrKZV8EqJ3OFVaE,161,3,7,6,0,1,19853,9552,2453,24254,10121,13,5,80,28,3905,3111,3098,1052,1026,3151,3364,Velkoz
6530,MIDDLE,soc2gt9q_xWO5agwYBnMC3q-Od0oObRnm-RX-9A-7BU4yrA,111,2,4,13,0,1,7207,3044,1382,8556,6199,11,8,35,42,3401,2055,3050,0,0,3117,3364,Nautilus
6545,MIDDLE,42fnxd7u9v4KdfC2HBO5CGFqPosXns38MStJqGYxW2oY_aU,99,2,3,2,0,1,6821,1224,1224,5921,5169,9,3,30,42,3098,3107,0,3117,1004,0,3364,Lux
6550,MIDDLE,JgJ5N81cZKyKXzwhj8zcReka7DDh_WU-r50dUna_Keq4Whg,26,5,3,10,2,1,20899,1571,339,23078,13421,18,4,40,25,3020,3285,3102,3089,0,1056,3363,Zilean
6572,MIDDLE,21TR1XkwF37hzi1JWUeNFZ5Yp1uOsaiTdYsWGUQ3_2AAeg,99,4,4,9,3,2,7823,1038,321,7797,6996,11,3,47,41,3098,2421,1082,3117,3174,3191,3364,Lux
6577,MIDDLE,GYHpqOvR5s8rUkgJbIaRZ97xozIbFxZxiZisHlYeTMY4NQ,25,5,5,2,2,1,10759,0,0,17356,7455,12,2,8,48,2424,3905,3030,2055,3117,1056,3364,Morgana
6598,MIDDLE,APkB3Svo5gsRbSknvyqvEfAnh1oOC-n3IpZs46dij8GWmxU,26,1,1,10,0,1,10404,4416,2706,10951,7778,14,3,15,11,2055,3027,3158,3285,1056,0,3340,Zilean
6615,MIDDLE,CpbXhQHNclEV7YnwxEkEIket2SZcUIeK6cw_AhYEsI2ixg,25,2,4,1,0,1,6576,486,64,14937,8136,13,2,19,34,3157,2033,3030,3020,0,1056,3364,Morgana
6623,MIDDLE,ok3Z0tKpyNldrH9zXtcZUqigbsPtvy3Z8h4l0UkFKMiwBw,99,3,4,26,0,1,12298,2540,2540,7386,10200,12,5,39,70,3117,3504,3098,3107,2055,3174,3364,Lux
6641,MIDDLE,_1g9_omryP7TXvymlbAcZoJLgrMLNeDPR785DWTUwQQvMKc,25,4,4,14,2,1,9650,4099,3032,9770,7968,13,2,20,49,0,3030,3905,1056,3158,1056,3363,Morgana
6647,MIDDLE,17NMt5SFbAascus2ti7mOtFfv2iNnwaVgecOUDuj3ir55w,350,0,4,8,0,0,9109,1030,911,7092,7765,12,11,62,20,3174,3113,3222,1004,3098,0,3364,Yuumi
6682,MIDDLE,SsBZXARkTu7OhAGLxrVBeAPxvlftj8ITuYyYOe_DWNJqgyaS5hWFGFtG,555,3,6,0,0,1,8674,1163,1163,15838,7105,12,0,7,17,3077,1054,3147,3123,1001,0,3340,Pyke
6726,MIDDLE,HbRzNcWqThCvBT2hBwCCvLw73X4LgQXQl6fJhJPBRSr9iAc,555,2,4,1,0,1,5264,2609,2609,13492,5611,10,5,26,18,3117,3401,3134,3133,2055,0,3364,Pyke
6735,MIDDLE,yV5FUewOtSBuvyAsbyV6V_-LgB2VXGpgeVHKkSxQpKrEsw,63,9,0,4,9,1,15759,6826,1970,11283,9843,14,2,20,12,2033,1056,3116,3151,3020,1028,3340,Brand
6950,MIDDLE,2Cm-pbYdJ6pR5tEpes2_GnkisEjCceuqfUcQBAXbgU_Y2g,99,1,4,15,0,1,8208,2583,1286,9645,8236,13,11,58,20,0,3113,3098,3114,3174,3117,3364,Lux
6967,MIDDLE,k1eKaPvsLb87E0xMhlhpe3iWn4uz2e46DuGI8MhH6xr-B1A,497,3,4,15,2,1,8171,1067,1067,9904,7515,12,8,53,34,3098,3117,3107,3050,0,0,3364,Rakan
6976,MIDDLE,oh1anyegIC24O6wtOsnkbJd9JaPrSkYQUmqFPhSws8gAow,53,1,3,12,0,1,5010,2577,1634,12257,8041,12,4,52,18,2055,1029,3050,3401,3109,3117,3364,Blitzcrank
6989,MIDDLE,GYHpqOvR5s8rUkgJbIaRZ97xozIbFxZxiZisHlYeTMY4NQ,44,2,6,8,2,1,5507,5495,1866,20351,8190,12,6,23,25,3401,3050,2055,3111,3067,1057,3364,Taric
7073,MIDDLE,GGaHCLqJOe2gLOGiTNFUBRBqG36JoKdpQQm9dKf-93fZPaE,555,16,7,10,5,4,23282,6691,814,27790,15157,17,3,32,18,3142,3077,3814,3147,3026,3117,3364,Pyke
7139,MIDDLE,q5eh9O_NczVULVxvwPf9DLnM-sZH-AOU48MHVIrU22M7zg,89,1,5,22,0,1,6145,1413,1413,13306,7153,12,5,33,37,3401,2031,3050,2055,3117,1028,3364,Leona
7199,MIDDLE,z4qpVk6lGXk6NXiy-iePmb50G5fV4AQkdayYtonwJQ,26,1,1,3,0,1,7855,0,0,10641,7237,13,1,14,11,1056,3027,1026,3802,3020,0,3340,Zilean
7307,MIDDLE,Y8qqXyXk5dqosXrNGVzVV0XTRHqQOfpIVrCYk9_KfQ,350,4,7,11,3,2,17403,2715,2590,12614,10432,13,10,71,27,3098,3174,1082,3504,2055,3107,3364,Yuumi
7360,MIDDLE,UN8PNpQuCe6WLQBaFE0eRhtLACc14rxjocGoVC_UmFzXR8Y,53,0,8,3,0,0,4273,1386,1386,14844,4502,9,3,16,18,3401,3117,2031,2010,2055,3028,3364,Blitzcrank
7368,MIDDLE,f37eVCXUuEgipkjXhIaUPKQAIX6lHQvwlY9j0ZkP4RpSatmr_Tg8xi9P,555,11,4,5,3,2,11897,2241,732,17108,9607,12,3,17,10,3077,3142,3111,3134,3133,2031,3340,Pyke
7378,MIDDLE,MkGIpwaRg6gQH8QWPEXPKK4K1oNQU2bCe4jjnBDqXteULfHeSvg3lOLf,43,2,6,16,0,1,19103,4993,2536,24689,12328,17,3,19,23,3111,3165,3285,1058,1058,3108,3363,Karma
7428,MIDDLE,wDs2WEn4Xj93dwh2lnVuCLtthb3FlwqXr-knLMebPVuOs-A,63,4,4,10,2,1,17045,5876,1881,12703,8624,12,6,30,14,3020,2033,3916,1026,3285,0,3363,Brand
7494,MIDDLE,abPbJ2ak4Ylqt1kHMvgY73h2U-r0wdjXKaHA21UbEfusd1NptaNcbCxC,43,1,5,6,0,1,14116,2375,904,10857,8886,11,4,43,26,3098,3285,3020,1026,3174,1082,3363,Karma
7629,MIDDLE,vvUR1KX_xQ-ia1iGqcqQRSAYHVcAIjl_i7EBSROW-6CdK4jhz8rySoAN,43,3,4,3,3,1,12118,4233,3640,13290,8432,12,2,17,21,0,3174,2031,3041,3285,3020,3363,Karma
7631,MIDDLE,UalFSiM4izNJ3yFJqauh3rf5pb5UJaPj0iBXvp03rwlQuPM,111,1,4,3,0,1,6139,0,0,12217,5903,11,4,45,25,3109,3401,2055,3117,1029,0,3364,Nautilus
7644,MIDDLE,Nvg62hEiIYJudJKtfSXkPcoujGhCuif0RIM2bXce4obphN8,223,0,4,11,0,0,3477,3696,3696,11017,6537,10,4,53,9,3109,3024,3401,2055,3047,0,3364,TahmKench
7686,MIDDLE,pVDabTmXCaMpbE3SR-lD94GDI7IZkfrqLPPH2Xwf4FKxBg,99,8,2,9,5,1,12906,6834,4327,4183,9126,12,2,21,29,3157,0,3285,3020,0,1056,3340,Lux
7795,MIDDLE,UQpOYMXcKFQQqMJbS3yHxNBaMbHGHr7KWVkLLIRSqCEvq4Y,25,8,6,8,3,2,30533,11340,348,17139,12575,14,4,21,50,3020,3285,3157,3089,1026,2055,3363,Morgana
7865,MIDDLE,eQwRx20qNsOfKx5zk5udrQksZrCCf8a7LDJtgKyAIjUEgw,497,0,4,6,0,0,5805,436,0,10509,5413,10,4,50,24,3098,3111,3174,3024,0,0,3364,Rakan
8046,MIDDLE,olf-gb8TYEXnHpSDCMVRJ8d7dazjTkiMwV8t4q8AE-d1iA,350,2,1,8,0,1,12176,602,602,4481,6795,11,3,12,14,3098,3107,1082,2055,3174,0,3363,Yuumi
8053,MIDDLE,ZKiIoF7YjEyZkS-cT1A8L4uFLGwWLi7G1_jjCm3UZTJnqSE,412,0,11,15,0,0,6524,144,0,22964,5767,11,9,50,37,2031,3107,3069,3117,2055,0,3364,Thresh
8090,MIDDLE,UjWtsFRCjv4hLkQH9Hx-5UD4wQYessx-Ozg2tVp8B95M9bs,143,6,3,14,3,1,21962,5800,1729,12656,9178,13,4,40,55,2055,1026,3151,3020,3098,3916,3364,Zyra
8093,MIDDLE,ajspnCb3Y_E9qkI6wg16hcc4fEhth-cWw9FffVkzsf8LsCg,555,10,8,10,9,2,19329,6587,1555,27029,13614,15,4,41,27,3077,3142,3134,3026,3117,3147,3340,Pyke
8099,MIDDLE,OVyUOLUjAXRBv6qjIbNU_w7oz7mhTfX0HIepC8tlvPFVwg,12,0,3,13,0,0,4831,433,133,14381,6665,12,5,36,25,3401,3050,3117,1028,0,0,3364,Alistar
8133,MIDDLE,oh1anyegIC24O6wtOsnkbJd9JaPrSkYQUmqFPhSws8gAow,555,2,7,7,0,1,5756,0,0,16365,6057,11,3,37,21,2055,1028,3117,3097,3147,1036,3364,Pyke
8153,MIDDLE,Zv87rEfciU-Auq5RZY3fboJIKfxqqmouDI-SSQbH1xHY6QQ,555,6,7,16,3,2,10285,417,417,25938,10299,15,12,99,37,2421,3069,2055,3117,3071,3147,3364,Pyke
8171,MIDDLE,vLYTuezyurey_N9073ar8uMKjtdjSRLcCPsu3xYVWnzJ5g,99,0,3,0,0,0,8897,1960,1960,7511,6724,11,3,18,24,3020,3285,0,1056,3916,0,3363,Lux
8271,MIDDLE,9_aSYKp66HMJhlccQ149UYoqLUUZvbD6bzGPEuCqT9oBDktdasfCM3LN,267,1,4,10,0,1,6759,700,556,12570,5863,11,0,9,20,3174,2031,3504,1006,1001,1004,3340,Nami
8275,MIDDLE,ixliHiqURvyiuKs1PrndPW3bTKUZlZ658ud8MGF8ZiwcsA,350,3,3,5,3,2,7734,553,225,6588,5600,10,2,29,16,3098,3174,3041,0,0,0,3364,Yuumi
8294,MIDDLE,-aj2XptrXttHyQrGIq1cCcL6g6iYD8tMcjVKEwVjjOAw4A,161,4,4,7,2,1,13836,1559,622,9708,7915,12,4,40,19,3098,3157,2055,2065,3158,0,3364,Velkoz
8445,MIDDLE,TCrzyi5DT7-vhyWKqtJb4yOkvLr-NF9tnlEAIfoZcKbIzg,99,2,6,17,2,1,9851,2899,1579,10262,8739,12,5,45,41,3117,3107,3098,3174,3114,1052,3364,Lux
8461,MIDDLE,56hLFmodsr1NDUESPg7R4ewlN0cjClQ9saEwH9D5l8i-mhE,43,2,4,11,0,1,11628,7680,2112,14755,9673,14,0,14,40,2033,3115,3067,3047,2004,3025,3340,Karma
8479,MIDDLE,TCrzyi5DT7-vhyWKqtJb4yOkvLr-NF9tnlEAIfoZcKbIzg,350,1,5,4,0,1,8319,2488,2060,6956,5666,10,1,29,17,1082,0,3098,3113,3174,3114,3364,Yuumi
8619,MIDDLE,2N-x-07H1RMC_UEFAJGk8iNSGzzIWykNyT72GRpnb9SlRjE,40,0,4,11,0,0,3788,434,100,13573,8366,13,12,102,29,3114,3222,3069,2055,3504,2422,3364,Janna
8686,MIDDLE,Y824Z80L3ToxnwFqbqLYyWVbOhPuhKHHkLPTK4J2uTr47g,111,2,8,12,0,1,7066,5182,3175,14041,8283,14,15,52,52,3050,3067,3401,3117,0,2055,3364,Nautilus
8713,MIDDLE,Y824Z80L3ToxnwFqbqLYyWVbOhPuhKHHkLPTK4J2uTr47g,99,4,4,19,2,1,9661,4186,2151,8475,9149,13,5,40,57,3504,3801,3092,3174,3117,2055,3364,Lux
8739,MIDDLE,yV5FUewOtSBuvyAsbyV6V_-LgB2VXGpgeVHKkSxQpKrEsw,63,1,4,6,0,1,10324,16395,5084,15048,9650,14,1,20,15,2033,3151,3116,1028,1056,3020,3340,Brand
8783,MIDDLE,WQf6qOhVVGtRBRn4bvv_79le-MHygdyEFld8zGPYJtLBURI,161,4,3,17,2,1,13912,8027,1739,15588,9786,15,4,34,22,3030,2424,3905,3020,1056,1052,3363,Velkoz
8802,MIDDLE,u_KLHnr4Vcd7kO15w2-rJdak43yvNMT3iaaHjUdj5NPHWSS3l0eSWi36,53,3,5,20,0,1,12283,2529,1590,22255,9631,15,4,59,48,3114,3401,3050,3109,3117,3801,3364,Blitzcrank
8839,MIDDLE,02Bkk4s3fdUb3oIKuZr1RBSOyKrMG5KtXb_y47-79Mw,26,1,5,4,0,1,12987,2006,0,19907,8361,15,7,31,22,2424,3905,3030,2055,3111,1056,3364,Zilean
8861,MIDDLE,Vp3hLv8e2AxMmfhkhuOFLGRIgAevQQXXcSPMSTp_bPEAmQ,432,2,9,20,0,1,13197,3798,708,19389,9805,15,15,84,25,3092,3107,3143,3117,0,0,3364,Bard
8882,MIDDLE,fOzrn6vWYLs3ngFrXOJsw67BvpqxpAnF6nqh_1WGCGA5sQ,99,4,6,19,2,1,17267,10433,2545,14544,13405,16,8,90,67,2055,3092,3157,3174,3504,3117,3364,Lux
9007,MIDDLE,V7ssZhd8tDLotWph3CeRMC_yHYUYZE15tCnoEHey015g4g,161,9,3,6,6,1,16631,15947,6970,12412,11655,15,5,29,15,3907,0,3916,3285,3020,1026,3364,Velkoz
9019,MIDDLE,PfWbm66dSq4XVHl8f5-YDjFbz3vjs_w7Nw9CP5tqFVZl2pw,111,4,3,4,3,1,10833,3364,1803,16590,9312,13,3,31,41,1026,3152,2033,3916,3047,3027,3340,Nautilus
9113,MIDDLE,_sVU2gU9ULAv4tmUkIs1uTDHP0y_AWDEyQNotrOYrXjmPz0,40,3,7,20,2,1,11012,5151,2400,14723,8809,12,7,48,51,3117,3222,3108,3098,3107,3028,3364,Janna
9139,MIDDLE,17X1_XDuk9Uq3dC05hcA74HYxxSQ-ZS1DzFiX-7O7E370jA1heqxJ-hz,43,1,7,11,0,1,11412,2337,1469,12941,7485,10,2,40,23,3098,1082,3504,3174,3114,3158,3364,Karma
9177,MIDDLE,ThxGn4WgH5TFZPLwFSJDGzM1JYmvaEi7a6s62KNt385gxhw,111,4,6,15,2,1,10388,876,490,23319,8058,12,9,72,65,3117,3107,3401,2055,3067,1031,3364,Nautilus
9184,MIDDLE,5-ASopu6LjSoVvh0DD_-sRaooprtKTeAgEHOg0XhtzJTfvE,350,5,4,14,2,1,13119,2002,2002,10725,8973,12,0,22,21,3098,3114,3504,3041,3174,3801,3364,Yuumi
9195,MIDDLE,WecUlumGqqdQYnqEWIR-DiR1UlbgT0NXNH6VoBBwodlD2_Q,37,3,8,10,0,1,7508,2995,0,15648,6890,13,2,37,11,3108,3028,3098,1082,3158,3504,3364,Sona
9265,MIDDLE,oAMB-NdwzfRCWufwEeyRBxmpGl5-7zS6DKQp9nKGd0HyIg,43,9,12,6,3,2,32889,5663,5343,37930,15393,18,0,21,22,3089,3020,3285,3165,3174,1026,3363,Karma
9354,MIDDLE,pXP1d7VJ0lNd90hPECitZLliGUOb1brhcv0bubnq1rZeaA,161,15,0,10,15,2,26938,2817,2817,11751,11896,14,1,7,19,3907,1056,3285,3041,3020,2055,3340,Velkoz
9414,MIDDLE,rJgVbavpVsBtVfCJQHG75jwU53feVDfMaajQa5kuNzot4pM,412,5,4,23,3,1,12600,4298,4298,17359,10329,14,6,76,42,3107,3069,3028,3109,3114,3111,3364,Thresh
9643,MIDDLE,iu6kJ-OMgujMs8YxifjErYUmlAWLeKFVsygnQ4KdnUQpAQ,43,6,7,15,2,1,11860,3662,2645,11331,10080,13,8,55,25,3107,3098,0,3117,3174,3504,3364,Karma
9644,MIDDLE,fAa5VrxC-yjP96ahnJD_UMHQxR9fGuaNnoICG96mUmNgTg,43,1,4,11,0,1,14716,1737,1737,10063,7426,12,1,11,40,2033,3030,3905,2424,3047,0,3340,Karma
9683,MIDDLE,JgJ5N81cZKyKXzwhj8zcReka7DDh_WU-r50dUna_Keq4Whg,43,0,10,8,0,0,9943,157,157,17490,6398,11,1,15,26,3020,3285,1056,1052,1028,0,3340,Karma
9738,MIDDLE,Y824Z80L3ToxnwFqbqLYyWVbOhPuhKHHkLPTK4J2uTr47g,111,0,5,3,0,0,2860,1890,1890,11137,4618,9,8,33,27,2424,3024,3401,3117,0,2055,3364,Nautilus
9754,MIDDLE,5-ASopu6LjSoVvh0DD_-sRaooprtKTeAgEHOg0XhtzJTfvE,350,5,0,17,5,1,14238,4444,2829,6978,10328,13,2,55,21,3098,3107,3174,3041,3504,0,3364,Yuumi
9768,MIDDLE,Y8kA4ZMoukw0vTnOg_qD8pThJ3pk_3bbRZ2ZMb_-88G-1ok,63,8,8,4,4,2,21085,7716,3801,20711,11140,13,3,23,12,3157,3165,0,0,3285,3020,3363,Brand
9893,MIDDLE,MweAlcAiJLkg36xLRWzqqX3wAcHwfqCvpzxnmHA4GpkHVw,26,3,5,10,2,1,11259,0,0,15263,9375,15,0,10,21,3157,3040,1056,3020,0,0,3340,Zilean
9996,MIDDLE,kee-0UrHsk1jrZL22FTlFuote2yTDT3eEjqNc9HkeD6Fow,111,0,4,13,0,0,7360,2332,973,11666,6496,12,3,29,51,3401,3105,0,3024,3047,3067,3364,Nautilus
9997,MIDDLE,APkB3Svo5gsRbSknvyqvEfAnh1oOC-n3IpZs46dij8GWmxU,26,4,1,15,3,1,17966,393,393,18439,10232,16,5,17,36,3285,2033,3158,1052,1058,3027,3363,Zilean
10066,MIDDLE,SsBZXARkTu7OhAGLxrVBeAPxvlftj8ITuYyYOe_DWNJqgyaS5hWFGFtG,555,15,7,5,4,3,21237,5243,2306,22938,13803,15,0,12,23,3074,3814,3142,3147,3117,0,3340,Pyke
10110,MIDDLE,GX6QSPWUS4f7jqthiDvRK5JUPmr7CqV6TdWbFJUhalFZ-qw,43,3,7,9,2,1,23013,3186,3186,29793,12410,17,0,26,49,3020,3174,3285,1058,0,0,3340,Karma
10290,MIDDLE,iu6kJ-OMgujMs8YxifjErYUmlAWLeKFVsygnQ4KdnUQpAQ,117,3,5,7,0,1,7026,23,23,9731,6215,10,6,48,22,1052,3098,3114,3117,0,3174,3364,Lulu
10312,MIDDLE,Xi8LusTK1Yc29HVX9Dr9Rc25Esue8M7m5I0rnGuCifDNJQ,43,3,6,11,0,1,9578,3299,1952,10943,8563,13,6,64,18,3158,3504,3098,1028,1082,3174,3364,Karma
10484,MIDDLE,2jp_H_4utYH9QMHbv-hvNRbypk-cXS34s2-R9mDiNmWT9gI,43,4,5,9,0,1,14903,9383,2204,18628,10575,15,1,22,34,3905,3191,3030,2424,3158,3504,3340,Karma
10512,MIDDLE,HM64yJkJn1lho7MLh8grGYo9wdz9LWgWPNKaqXaUl25mOxM,161,15,3,7,8,1,29194,12284,3679,14636,15133,16,1,28,48,3905,3030,3157,3020,3136,3041,3340,Velkoz
10523,MIDDLE,bJ7TJvFvRmq1h5FjpUR7JhBf2UpLJzHCzv4l5GpAd5WyhQ,350,3,5,22,0,1,17981,5052,5052,13602,11208,15,0,24,26,1058,3098,3222,3174,3504,1058,3364,Yuumi
10646,MIDDLE,e9R0ptj5qHX-ZIJvbxdj6tBHDDhPvHYA3DkwEb_cQRB-NQ,555,8,4,10,4,2,13684,999,999,16124,8529,13,1,20,13,3133,3134,3077,3117,3147,0,3340,Pyke
10793,MIDDLE,wVolHTFS0O1pBd5BHfF8gJQ1ZL9kWYg4kzEPBHB0e_DYcQ,99,4,4,9,2,1,7483,2222,1605,6578,6794,10,5,45,44,2031,3098,0,3174,3117,1004,3364,Lux
10868,MIDDLE,Q7OwbT0yaaU6tQIMnEFdmaFVX8XK65lpBycMBLV7S91II75QJ-WqzohN,43,0,5,1,0,0,4545,396,170,9853,4700,9,4,24,8,3117,3098,3108,3028,2055,0,3364,Karma
10946,MIDDLE,nefCI_bAv1ihwadBKrpzpftWaz6QTkDrP0LBW3g58gRn894,25,0,8,5,0,0,6205,101,0,13796,5317,11,2,34,23,3222,3092,2055,3117,2424,0,3364,Morgana
11095,MIDDLE,T7Lhx__hBPHayEvB7xc9mkd_ytPFJGwwHQV7mbnnrmF52Q,555,11,4,0,6,2,9710,507,331,14973,10111,12,3,20,32,3147,1011,3142,3111,1031,1029,3363,Pyke
11190,MIDDLE,8XKmiNKbKnVE_fBtZgTknaBmhpu3qAP5Az7H_yPQ-MzMwQ,161,3,5,6,2,1,36730,5976,3603,24506,13791,17,9,44,25,3089,3165,1082,3285,1026,3020,3340,Velkoz
11192,MIDDLE,5ySAGwWRDkyJIVil_u0WEbok7ff2uCodUIcw99G3hr12CQ,99,3,2,8,2,1,8560,1121,0,10676,7625,12,8,65,63,3098,3117,3107,3504,1004,2055,3364,Lux
11247,MIDDLE,5UWVvJBY2wM2vflTShcQfx7hEgLBOKvBOIM_yX6P5X9CTJ8,43,2,4,15,2,1,10623,1134,406,16785,8274,13,5,16,19,1056,3174,3001,1029,0,3111,3340,Karma
11271,MIDDLE,Jnbw-1I952Djdf8kNGadDSDnkdlUg1e621a66i-HAHKrhDQ,117,0,5,4,0,0,3159,203,0,9890,5793,10,3,18,15,2033,3504,3069,0,3158,1052,3364,Lulu
11376,MIDDLE,RCo-wVC4p6lacNaybyzefsD-R5HTLhej0vrwC4ckF-iOXUA,412,2,5,19,0,1,8133,5201,3344,15886,9171,13,6,72,30,3069,3107,3109,3117,3105,1033,3364,Thresh
11425,MIDDLE,pXP1d7VJ0lNd90hPECitZLliGUOb1brhcv0bubnq1rZeaA,161,15,7,11,5,2,52712,2880,2408,32548,21401,18,4,29,33,3907,3157,3020,3285,3089,3151,3364,Velkoz
11465,MIDDLE,srZRLd7-_8kXDH_x0ANxuuQ4uZweFcMyam5iV2lApS4s90k,99,3,5,4,3,1,10858,1795,1795,11232,9182,13,4,21,15,3165,0,1082,3020,3285,1056,3363,Lux
11629,MIDDLE,2oayB-mNqcd-WBgMYzDVX0L9OK2fzI3nQfTWx77XJlwyMAo,43,7,3,6,4,2,21539,6426,1970,16301,12573,15,4,28,38,3020,2420,1058,3504,3174,3165,3340,Karma
