,Lane,Summoner,Champion,Kills,Deaths,Assists,Killing_Spree,Multikills,Total_Damage,Damage_To_Objectives,Damage_To_Turrets,Damage_Taken,Gold_Earned,Champ_Level,Wards_Bought,Vision_Score,Crowd_Controls,Item_0,Item_1,Item_2,Item_3,Item_4,Item_5,Item_6,champion_name
361,TOP,t8vdTfp3opWjJAzFdEZK_aIMqDNJFpfUQUc9bqqfAqJYHg,99,2,4,33,0,1,11761,3071,1526,10766,10820,14,6,75,61,3098,3222,3107,3504,3117,1026,3364,Lux
397,TOP,Oa73sgQjlcCTWQJz2i7LjZicDPgkjp2PPyaLF_RH4MQgAL0,43,6,8,8,2,1,19492,8364,5598,22012,11983,14,2,21,40,3174,3285,2421,3191,3504,3020,3340,Karma
412,TOP,iOIjWZ8Olzb3zKxlaZMHD8bWCb7aGFcWM5L1vjThJ6UfDMo,43,2,4,3,0,1,13859,148,66,19277,7891,13,1,14,29,1056,3027,3111,3916,0,3041,3340,Karma
489,TOP,F41M05i62Nw1lVrfd1atluY4fYqtLMtRzAMixBVlfhW6vQ,43,4,2,10,3,1,19515,10652,6598,18308,12140,16,7,14,25,2055,3174,3285,1056,3089,3020,3364,Karma
608,TOP,F2-RIJW-55jLB-xRRQzZSonMdQWsPLZ5VVxiODCSNIkZQpk,43,5,8,9,2,1,15718,1316,1122,20207,9770,14,3,26,35,3030,2033,3905,3916,3020,1026,3340,Karma
663,TOP,nbxOSGOV7iEaoSr4EqwPrkeYrqHRVcCKZz_6De9fDhBczA,43,5,15,10,2,2,25611,823,823,28858,9894,14,1,20,34,1056,1026,3285,3174,3020,3916,3340,Karma
837,TOP,2etSRsxjiA1RIu5GaiIw8SMNrjbokp3mWN9IpvD0kBKUllM,555,3,4,1,0,1,8594,1801,1801,13898,8130,12,5,24,18,2055,3077,3134,3147,3117,0,3364,Pyke
867,TOP,Q4IK5a6sZa7y-KYRxxrQ5Tx6Jrmls0xX2rqeROD70i6j9g,3,7,8,7,4,2,7368,0,0,18860,8028,10,7,29,29,2055,1031,3067,3401,3190,3111,3364,Galio
1257,TOP,ZGwKoxhW67der3F53amWj896m94W6zSTISNju7NCdieoQZU,555,8,5,3,5,2,9503,0,0,12716,7765,11,2,15,13,3147,3117,3077,1054,1036,1036,3364,Pyke
1294,TOP,gSt9HmyDnChd0q6NJW4fJHc0zLxw33oDjTQ5GDXhaDfjGw,223,6,7,11,2,2,19480,6367,2074,25728,10449,15,0,5,44,2033,3068,3047,3075,3065,0,3340,TahmKench
1668,TOP,e-zSRF_jvA2HvzQYvYM15RCZ2SYc09LGv-drlrlHwpoWTQ,43,0,6,2,0,0,8380,0,0,12299,5657,11,2,18,30,2424,2033,0,3020,1033,3025,3340,Karma
1871,TOP,SsBZXARkTu7OhAGLxrVBeAPxvlftj8ITuYyYOe_DWNJqgyaS5hWFGFtG,555,9,4,10,9,3,14718,2553,2423,21247,11001,14,0,16,24,3077,3812,3117,3147,3134,3400,3340,Pyke
1972,TOP,OnvXwXtBoDG_huG715XZ1WsxiLhO4_n8QfI5lvuXvZZ1qxXVX_GjgJwR,43,3,2,6,2,1,13860,3941,3941,10757,9949,14,4,33,33,3136,1026,3174,1056,3025,3111,3364,Karma
1985,TOP,FTI4_S0T0jpoqzGpx6aobRo2wJw6MO5VVRA051519tO6rsU,223,4,4,7,3,1,11531,3034,940,16958,7430,13,1,11,23,3047,2033,3068,3076,1028,1033,3364,TahmKench
2141,TOP,Idw_GXZyHSPmFy2-nFZq1A-HlL3hTD_sfokWr3V6YC32BaA,99,1,0,0,0,1,2774,0,0,2251,7084,12,3,15,9,1056,3157,1052,1027,0,3020,3363,Lux
2675,TOP,Y6TamVCJIRfGYmcjpvGT2LSuIVSrcTMY7fbpBVnNB3gYcXo,223,3,7,1,3,2,12515,0,0,22607,7401,12,1,9,27,2033,3068,2424,3047,3083,0,3340,TahmKench
2716,TOP,5hdtcQJxQIxhBgy1JZabLiVvmZaC6WbFQGXKbEfA3971yw,117,3,9,20,0,1,14630,2149,1267,19565,10422,16,14,30,48,0,3092,3504,3158,3174,1082,3363,Lulu
2783,TOP,srZRLd7-_8kXDH_x0ANxuuQ4uZweFcMyam5iV2lApS4s90k,25,3,1,9,2,1,8008,4489,2985,8804,8573,14,3,22,32,3030,2423,3905,2055,3020,1082,3364,Morgana
3103,TOP,mkzKhjzVuVGSC3l8c_fpPmFNVbdTA7bMVFMvsmxKuHtoPg,43,2,5,4,0,1,14068,2311,1226,25126,10112,15,0,14,39,3916,3065,3504,3111,3174,0,3340,Karma
3116,TOP,HM64yJkJn1lho7MLh8grGYo9wdz9LWgWPNKaqXaUl25mOxM,161,5,4,6,2,2,13455,5042,3063,9604,10535,15,4,29,16,3905,3030,2420,1082,3108,3020,3340,Velkoz
3306,TOP,DnibSpEY1CToKtRc6xcV-Hymjj5Aiiao-WSQH8MLLw,223,10,9,13,4,1,29489,6517,1165,72486,15051,18,1,26,49,3512,3065,3111,3068,3193,3742,3340,TahmKench
3348,TOP,oce3My0JjnXJlnQ3rZWLmCUWPNi09IUecS01EyiUn6YP3kk,43,1,2,6,0,1,14112,236,236,15922,6350,12,1,10,36,2033,2422,3025,3065,0,0,3340,Karma
3383,TOP,XBwHyDcR3-QLCFPxX9i-owP-FtpMSkG-qUJiWPPZrH1x9A,555,10,3,15,7,2,12068,1825,0,25860,12480,14,10,65,25,3069,2055,3123,3156,3026,3117,3364,Pyke
3712,TOP,jzi1KuZywtn1gGHKF1buLcHxcIh-95_r9-ynPa2hmspXbVE,111,7,4,8,5,1,20435,4141,1061,22378,11853,17,10,31,72,3102,3152,3194,3047,2055,3057,3364,Nautilus
3808,TOP,k364Nvx9XWeOq5HLyZYWQ5-CwZNvRBpdYi0CFyTlwTkI24g,117,2,2,2,2,2,3572,0,0,8955,6544,13,0,12,12,1058,0,1056,0,3027,3047,3340,Lulu
3940,TOP,FsXT8PZo1puvYPHpyTx5LlvD2D3kMlfrD30AK-nEZlZ9jRc,43,3,4,10,0,1,11849,5594,4841,16656,10259,14,1,13,16,2033,3174,3165,3504,0,3020,3340,Karma
4071,TOP,yJIFZ3ndChhYpYnbJl2F5FUdpVNM_Ear1bFrh2xylXK-_SY,555,7,10,4,2,2,10656,0,0,19188,7546,12,5,18,13,3077,0,0,3147,3155,3111,3364,Pyke
4497,TOP,F41M05i62Nw1lVrfd1atluY4fYqtLMtRzAMixBVlfhW6vQ,43,1,6,3,0,1,16472,384,384,22084,7379,13,6,26,32,2055,3916,0,1056,3020,3027,3340,Karma
4917,TOP,RnkAeytkGVGkGVkQLJVUI-eE5eNpwrlOEjwp2v6etyNQ798,412,3,4,9,2,1,10599,10855,3433,14155,9427,13,2,17,22,1055,3057,0,3031,3087,3111,3364,Thresh
5385,TOP,kdP06oAxXgLhGNyqlfjqfRBU61LJ1Mc9bQMaJu3bHYYKZnU,99,9,2,11,4,1,20056,5318,4450,10730,11153,15,1,16,45,3285,1056,3020,3165,1082,0,3340,Lux
5554,TOP,_JujMmW3o73y4G3UjJ8cCkwyV8nUz13QcBB12_hv-aD_ZBQ,223,4,1,0,4,1,8821,3618,3618,7890,8540,13,0,11,27,1031,1043,3751,3047,3075,1011,3340,TahmKench
5597,TOP,O4wzp-jvhwgzVSB43byHPhGzjkudtg59H_ropn5wLz9V19g,99,1,5,6,0,1,10263,3458,2846,8576,7750,12,1,11,34,2424,3285,3191,3020,1056,3108,3340,Lux
5835,TOP,SbJk-iatRvXvQEp1Vh0t0Dx-FOzJPXL41JFvL1WhENW-6ZQ,43,2,3,2,0,1,15919,2751,2751,10042,8581,12,4,21,25,3028,1052,1056,3285,3020,3504,3340,Karma
5929,TOP,oh1anyegIC24O6wtOsnkbJd9JaPrSkYQUmqFPhSws8gAow,111,2,7,20,0,1,9305,8284,3693,22643,10878,15,8,76,47,2055,3024,3050,3401,3109,3117,3364,Nautilus
6212,TOP,aIciQk8F2zu2pYHPy7Q50-1nU1l2KcPEg753jn5xOpmyZQ,555,4,3,0,2,2,5714,854,854,10444,7923,11,0,18,10,3147,3134,3142,3117,0,0,3340,Pyke
6267,TOP,soc2gt9q_xWO5agwYBnMC3q-Od0oObRnm-RX-9A-7BU4yrA,555,5,2,6,3,2,10006,12426,9196,17758,11954,15,3,27,19,3074,3814,1037,3117,3147,1054,3340,Pyke
6431,TOP,FvJCVlhTP4UYS7eaGiGWhp6LQpx7qEcJfWG3mhtNBE46oJipJYCtGE9h,555,7,3,12,4,1,14464,10280,3267,17840,9756,14,2,16,18,1054,3077,3142,3147,3117,0,3364,Pyke
6755,TOP,aOXo8kVNZMvTGNUXds1PCdruTxmE3be3oRSkt0Z4EuUpMwo,111,1,7,2,0,1,9410,0,0,15838,6933,12,2,24,41,2033,1082,3068,3047,1057,3024,3340,Nautilus
6779,TOP,hqEkPzedJjUHvadHoEuQeOaNhzYvKGL_sDUjfpDyML3JZg,555,13,4,8,5,2,18449,5211,4032,18916,12747,15,3,34,20,1038,3142,3077,3111,3147,1031,3340,Pyke
6837,TOP,DFX3ipFGnvWn08fJCTuhPONzt3lpg2AsjhwX3J3spJgQCyo,223,5,2,1,4,1,12121,1570,1459,14636,9764,13,2,20,24,3068,3800,2031,3076,3047,1028,3340,TahmKench
7180,TOP,cw4qTY_MzXSpYfpFmVRbm9h6cqioXtLdUKIIycSRjLewuo0,111,5,5,5,3,1,9196,1117,764,22334,10713,15,2,14,51,3194,3068,3075,1028,3047,2055,3340,Nautilus
7259,TOP,c6LMYKMTZess7WbsG8DnYis38dYZF9_MZOpJg090mKK4IFQ,111,1,3,5,0,1,7835,333,333,10283,6298,12,1,9,35,3047,2033,3025,1029,3751,0,3364,Nautilus
7495,TOP,JgJ5N81cZKyKXzwhj8zcReka7DDh_WU-r50dUna_Keq4Whg,43,6,8,11,3,2,26517,2797,1817,26418,12307,16,5,31,26,3020,3285,3165,3174,3114,1056,3340,Karma
7604,TOP,c6LMYKMTZess7WbsG8DnYis38dYZF9_MZOpJg090mKK4IFQ,111,1,6,6,0,1,10606,194,194,20516,7783,13,1,15,49,1056,3211,1033,1056,3068,3111,3363,Nautilus
8509,TOP,gHtUVNlwxFYcJzfQyzI5cKpKskRl-eYhV3l1yD7RORALIn8,223,4,2,9,3,1,16865,5056,4277,28309,9680,16,1,18,31,2033,3065,3111,3742,0,0,3364,TahmKench
8831,TOP,l1k7QYVztBlr3TNYw9orBZO7pIsDjWc5FxZBvHmdh5ZlMVc,223,7,7,11,3,1,17726,3871,1802,38234,10651,15,0,18,42,3065,3068,3211,3111,1033,3067,3340,TahmKench
8873,TOP,WHtcshPocL9U36guPeRXCvT-oDa3pU4t_FHQVMD8W_-5pw,223,6,3,8,3,2,10917,7399,933,14788,10572,15,1,14,28,1054,3047,3075,3068,3211,1033,3340,TahmKench
9049,TOP,4nXlEAkeyu7LjAWqQ9wHnO0ZXlbS49xAnCQoAA9LuYb1gvg,223,8,6,19,5,1,23505,4372,1820,44819,12342,16,2,21,44,3800,3748,1033,3047,1028,3065,3340,TahmKench
9256,TOP,Nx9myJ-CQhAebQC8It2jWRnd5dEO0v-cV8BGa7fbQNtUZcA,43,2,7,1,2,1,18368,1605,1605,24757,8323,13,2,15,79,2033,3025,3111,3065,2319,3114,3363,Karma
10029,TOP,hqEkPzedJjUHvadHoEuQeOaNhzYvKGL_sDUjfpDyML3JZg,555,6,3,6,4,1,10575,5138,3461,21083,10382,15,1,18,14,2421,3142,3077,3147,1054,3047,3340,Pyke
10869,TOP,ekMw7vTiBv-j9N1WoUi9cx8eEZYcVnxrZf4ek7qvUYVHig,555,6,11,8,3,2,12443,7803,6427,39451,13787,16,2,40,18,3026,3077,3142,3147,3117,1037,3340,Pyke
11365,TOP,1qxT_ZMkHmMugba5qB7vikS4u8Ex8li6aaT5JyWPkHJ9oA,43,2,6,11,0,1,18103,4547,3353,16887,9549,13,2,19,53,1056,3174,0,3158,3504,3905,3340,Karma
11380,TOP,GYHpqOvR5s8rUkgJbIaRZ97xozIbFxZxiZisHlYeTMY4NQ,44,2,6,20,0,1,4941,2956,1419,14764,8489,13,4,28,23,3401,0,3050,3105,3158,3067,3364,Taric
11387,TOP,8XKmiNKbKnVE_fBtZgTknaBmhpu3qAP5Az7H_yPQ-MzMwQ,161,9,3,12,6,2,29616,11329,6161,11793,14028,15,5,34,21,3089,1082,3020,3285,0,3165,3340,Velkoz
11418,TOP,k1eKaPvsLb87E0xMhlhpe3iWn4uz2e46DuGI8MhH6xr-B1A,43,6,1,10,5,1,44869,11728,1530,21139,14304,17,3,34,40,3174,3165,3285,3020,3504,3801,3363,Karma
11468,TOP,DEuQHTl6Q2irtJSU1uGq8rBVqYDHc5l49aUjqnfLSXQiTH4neHJFww41,223,3,7,1,2,1,14405,983,75,25077,6724,13,4,16,35,3047,3068,2033,3211,1042,1028,3340,TahmKench
11733,TOP,wg2pjfETO6Mc5SCSPtsdN_ZNu9F9sYPA9XW_8orRlOIMIdI,223,1,8,7,0,1,8712,5359,2447,27145,8939,14,2,22,19,2033,2053,3009,3194,3068,1029,3340,TahmKench
12082,TOP,_9y0D8rQsvtc6On0-iPKQ4afJRArVR6NV_Dj84NBUZuTcw,223,5,3,12,3,2,17976,11204,8454,37416,13000,18,3,32,34,3193,3742,3068,3047,3075,1029,3340,TahmKench
12487,TOP,LjMKegQTbsyLqfkS-62qmlkMAxSD9QLXzDHuJMYEesSbwA,555,0,6,2,0,0,3404,197,197,14362,5431,11,2,14,13,3117,2031,3077,3134,1036,1036,3340,Pyke
12662,TOP,Ueq7QU99tiieS3L3Nyj-jthxCeR1klmNEgcPT0Onr8YS1Xw,223,6,6,7,2,1,16365,10228,3689,21715,9189,14,0,17,28,3078,3742,3111,0,0,0,3340,TahmKench
12997,TOP,Nvg62hEiIYJudJKtfSXkPcoujGhCuif0RIM2bXce4obphN8,223,4,3,4,4,1,11217,2099,2099,25258,9981,15,2,26,17,2033,3111,3065,3082,3068,2053,3340,TahmKench
13164,TOP,LR9ubAqCmVSvC1WWSzqLI44tiaETYYt-S_XP8-1P68fKFg,555,9,4,6,7,2,17805,2530,768,36676,15430,18,3,59,20,3077,3142,3814,3117,3026,3147,3340,Pyke
13190,TOP,2etSRsxjiA1RIu5GaiIw8SMNrjbokp3mWN9IpvD0kBKUllM,555,10,4,6,5,2,13679,4434,4434,19781,10193,13,3,12,23,1036,3077,3142,3147,1036,3117,3340,Pyke
13305,TOP,D5SnCY-1fMdpwiWnMqxVV-r_2Ry26Zf3WTYsOkyiNdlvKWc,43,3,2,3,2,1,11376,2477,0,11364,7756,13,1,12,29,2424,3108,3020,3285,3191,1056,3340,Karma
13372,TOP,Ev-tkRX-XwXChVUt9o9F-0BXXQRSgalic4qvQVaAyUR99A,223,4,2,12,3,1,24693,3790,2996,36411,10846,16,2,23,42,3748,3068,3742,0,3111,0,3340,TahmKench
13454,TOP,KuDBl7qecJa2Y7EW5SRh9J2XcoQ4m69KViKrsDztgjM111Y,555,7,9,5,2,1,18547,1048,877,33264,11534,16,1,21,29,3077,2421,3142,3117,3147,1031,3340,Pyke
14357,TOP,SqfnD-vP44mjlMQw_5v8odJAb4Pjq-fqRopH3BPClzurU6Y,555,2,5,5,0,1,5598,0,0,17216,7595,12,0,8,11,3077,2031,3147,3134,3117,3133,3340,Pyke
14486,TOP,-pum9q-M7ZusnFK86bK48-aXAEvnGq77wS2lqBa0Iu2fGQ,223,9,4,3,9,2,21753,2992,1760,39505,12409,15,3,30,35,3047,3800,3083,3068,1033,3211,3340,TahmKench
14790,TOP,12d0800gNgKCVfwcpfgOT44IC_1i-3RANRtzT5EX2q-ZHtLBsvNckUwr,555,7,3,0,4,1,7839,0,0,17074,8333,12,2,16,13,3077,3133,3142,3134,3117,1054,3340,Pyke
14794,TOP,DTgCZZH2sTBs-6_Eg6oRhUn9cOiu7wsUWdHyrcTkFrbOBg,555,4,5,0,0,1,5605,4367,2359,14954,7795,12,3,8,6,3077,3142,2031,3134,1054,3117,3340,Pyke
14972,TOP,jzi1KuZywtn1gGHKF1buLcHxcIh-95_r9-ynPa2hmspXbVE,43,13,4,9,7,2,21200,3357,3357,15960,11271,14,3,27,29,1056,3174,3111,3285,3916,1082,3364,Karma
15150,TOP,apeNl3z0rSa5sIfnK_SJMsVVtAXIooLkswKiseAW3_OI_V0,43,2,9,2,0,1,14227,8414,1141,17815,9289,14,2,20,25,3285,3916,3047,2062,3025,0,3340,Karma
15247,TOP,OnvXwXtBoDG_huG715XZ1WsxiLhO4_n8QfI5lvuXvZZ1qxXVX_GjgJwR,43,5,3,15,3,1,20840,4829,2525,16256,13121,16,9,38,37,0,3504,3174,3089,3025,3111,3363,Karma
15366,TOP,cJye3rns9LLKjYdvX1UvuuE2gd8qDjvJVx2Ol_tmEtPDBw,555,2,5,0,0,1,5497,1491,1491,15950,6402,11,0,11,14,3077,3142,3117,1036,0,1054,3364,Pyke
15783,TOP,56hLFmodsr1NDUESPg7R4ewlN0cjClQ9saEwH9D5l8i-mhE,555,6,6,5,6,1,15689,0,0,21154,11082,15,4,35,30,3142,3117,3077,3134,1037,3147,3340,Pyke
15877,TOP,O3HBOhr2XvRJr8Z40kWNam48_jnMIfH4l5k1SWdcNevqq88,161,14,4,10,7,3,28873,12330,3217,14695,15073,16,1,22,18,2420,3089,3285,3020,3151,3191,3363,Velkoz
15908,TOP,Emtj0ERMm8iePHxCNOZhx5llKVq6G65tdtHSQOLGN7dwqw,43,1,8,9,0,1,22167,2310,1827,19359,9401,15,3,13,27,0,3024,3905,3285,3020,1027,3363,Karma
16533,TOP,zZKMrxQ_9kG7U9f0tHVfi9vUNu1hm6ml34ZUHkQ5Cu6vqm6gPHgG9RYE,63,5,14,12,0,1,23051,6277,938,33195,11473,17,2,26,36,3108,3191,2421,3116,3158,3089,3363,Brand
17287,TOP,apeNl3z0rSa5sIfnK_SJMsVVtAXIooLkswKiseAW3_OI_V0,43,3,4,11,2,1,15377,5428,2766,14917,9193,14,6,25,18,3285,2421,0,3916,3108,3020,3340,Karma
17444,TOP,PP21bGjDEMR85GBDUykFtbYNXuie5IuzKCL2kxyWxgCceSI,223,7,5,13,5,1,21121,2877,2211,44237,12790,16,2,23,41,3065,3143,3068,3082,3009,3076,3340,TahmKench
17450,TOP,DTgCZZH2sTBs-6_Eg6oRhUn9cOiu7wsUWdHyrcTkFrbOBg,555,8,7,7,3,3,11746,905,905,21586,12284,14,3,25,18,3077,3117,3142,3814,3147,2055,3340,Pyke
19140,TOP,Fnlx1jddFJO1sa8RJ12NXWqJjGC5pyv2c3M0yQ-Tk-o0kmM,555,2,8,1,0,1,8395,694,694,25692,9594,14,1,18,20,3077,3142,3117,3147,1054,3067,3340,Pyke
19423,TOP,gFYXcvBHJAh4qc61kuQqzaCDlNlc3FlEr0wpTVF_nJO1zg,223,4,6,10,2,1,21039,5127,785,29317,9015,13,1,12,34,1054,3076,0,3068,3047,3022,3364,TahmKench
19464,TOP,dQEKZbSj9yugFXN-GyGnTyFkyGt0zLuPh_DEn3YkPnZeUg,25,2,12,7,0,1,11674,1398,1398,24799,7019,12,1,23,51,3905,2421,3030,1056,1082,2422,3340,Morgana
20091,TOP,i_yyKjLLzAMtG30aZV7Tb-SLi2iOaN-eU8x6pYRAtRroqA,111,1,7,13,0,1,9288,3626,1066,21269,8067,14,3,16,37,2420,3152,2033,0,3165,3047,3340,Nautilus
21155,TOP,LoQOLhqaf2_u51ptkBpAEYvIap2fJ2b-xF5bAPLOQItbgQ,412,1,7,28,0,1,10485,2369,1549,17516,9585,14,4,54,46,3190,3107,3047,3069,2055,3082,3364,Thresh
21192,TOP,DEuQHTl6Q2irtJSU1uGq8rBVqYDHc5l49aUjqnfLSXQiTH4neHJFww41,223,1,3,10,0,1,8686,5084,3142,18539,9185,14,1,22,18,3111,3512,2033,3091,3751,1033,3340,TahmKench
21783,TOP,SbJk-iatRvXvQEp1Vh0t0Dx-FOzJPXL41JFvL1WhENW-6ZQ,555,8,5,8,2,1,10541,2281,2029,23607,10560,14,11,79,21,3142,3147,3134,3401,2055,3117,3364,Pyke
21796,TOP,-AdBLs4Mx-JLUyejQNBwrnRaxJ9UqqxnFA1tnwlS4O9ayA,223,11,11,11,4,2,34203,5721,1616,54724,15795,18,2,21,52,3800,3065,3075,3068,3067,3047,3340,TahmKench
22560,TOP,JgJ5N81cZKyKXzwhj8zcReka7DDh_WU-r50dUna_Keq4Whg,43,4,5,9,3,2,16537,2324,2324,9071,8810,13,5,24,22,3020,3285,1026,3916,0,1056,3340,Karma
23338,TOP,65qzgud4Y4vGzegLWcQ2EoRzsNrr6tSRV2FwTRkEj7q9NA,25,4,7,6,2,1,13974,2405,2122,25381,10589,16,1,16,44,1056,3027,3157,3020,1058,1058,3340,Morgana
23430,TOP,wV5Otl4P7nTY5lNPjNLPGGNfICsl8cqjBKcNsH1xj9IuNB0,223,4,7,14,2,1,15646,4843,778,31240,10068,16,0,15,44,3109,3065,3075,3009,1029,0,3340,TahmKench
23482,TOP,RtBlvjb8Uo8WjHNlAmM2XbZNnnnYc2QqbFePZLaSzY87CfA,223,11,9,20,3,1,36612,8135,1786,47010,13303,15,3,24,67,3742,2055,3800,3068,3047,3001,3340,TahmKench
23910,TOP,gFYXcvBHJAh4qc61kuQqzaCDlNlc3FlEr0wpTVF_nJO1zg,223,7,1,6,7,2,11501,7839,6191,13852,9920,13,1,13,19,1042,1054,1042,3068,3047,3022,3340,TahmKench
24363,TOP,iHcsLZBCk7icAsWTJKUnVpF4mFF-xXsP0DiNITuMavEWyX8,43,1,8,9,0,1,11093,744,69,15871,8656,14,4,15,24,3047,2033,2421,3174,3504,3108,3340,Karma
24569,TOP,DA-hbWsVIiqELZZI7aIE-w2eTMJM8CzdGkhQjzzF3mNRePs,43,2,1,6,2,1,6460,3970,2903,10369,8651,13,3,24,23,3801,3001,0,3111,3504,1029,3363,Karma
25064,TOP,yV5FUewOtSBuvyAsbyV6V_-LgB2VXGpgeVHKkSxQpKrEsw,63,2,8,4,2,2,14908,0,0,18219,6873,13,2,14,11,1056,1056,1004,3151,3020,1028,3340,Brand
25184,TOP,847S3xAzKOgzv1zk5aw9DC3wcXeRH9n03jWDkTjx8xfuiXs,555,1,7,12,0,1,5923,5658,868,24446,8655,13,8,70,12,3147,3133,3401,3134,3117,2055,3364,Pyke
25219,TOP,9VauTtupP16Qk7WT_j9-5xNH9eWvbZhcHXQm6sDjHjb83g,25,3,2,13,3,1,20508,7376,4348,13582,10584,15,2,23,53,1058,3157,0,3020,3285,1082,3340,Morgana
25497,TOP,oVP82C6BxH2o7d9WeexxSYeCKWMQmEewnf708NmoRmLUTzI,3,3,2,4,2,2,6197,3636,2453,11182,7392,13,1,13,21,2033,1056,3800,3076,3047,1056,3340,Galio
25733,TOP,OnvXwXtBoDG_huG715XZ1WsxiLhO4_n8QfI5lvuXvZZ1qxXVX_GjgJwR,43,4,2,10,2,1,18462,6310,2890,13445,12176,16,9,37,22,3113,3151,3020,3114,3285,3174,3363,Karma
26294,TOP,7AT7VetS6BDxIpLF9F4oG_jr6AekdiBHZKaijIq6akEh3g,223,0,6,1,0,0,9482,5604,5604,20429,8307,13,3,17,15,3068,3067,3047,3211,2055,3076,3363,TahmKench
26869,TOP,EhIwewU6TZUDS3zaCR0gnf2UANTWNcSUB-4coVnuBtEkxg,43,5,3,7,4,1,18197,1584,1584,14554,10289,14,3,15,35,3047,2033,3165,3504,3025,1052,3340,Karma
27015,TOP,V1DYQ8l_N_fChn1ulcyzPVV_uQa6zXTD2lbxWpNiCaU,53,4,7,8,2,2,10397,1162,1162,19376,7572,13,1,10,35,3111,2033,3004,3057,3044,3101,3340,Blitzcrank
27437,TOP,RY6jUEe0z91U3zrZui7gXaQOwEJK8UR2F77ggqfnNZpwgw,63,7,1,5,5,1,14877,6797,1678,8910,9982,15,1,16,9,1056,3151,3165,1082,3020,1028,3340,Brand
28148,TOP,nPQ2NQGBNRouDbpZxw_OLs2zA6BsFnlZf_8koO5KUGF8Hg,43,1,8,15,0,1,17255,3075,1085,27313,12066,18,3,28,47,3504,3222,3025,3111,3065,0,3340,Karma
28174,TOP,663ElMOp6GQpYJms-0CLjtfdK4jp1QQzIG32AnA9VOf4Pq8,223,3,4,13,2,1,11214,3541,2764,27880,10753,15,1,16,22,3075,2033,1011,3078,3047,3067,3340,TahmKench
28363,TOP,TorxauRBqL5azSbjLz5e55ZwHTKG-ElYtqO7XZP-mGG6I5g,555,5,5,4,5,1,10889,2710,2710,20858,9276,14,6,18,14,1054,3142,3077,3814,3117,2055,3340,Pyke
28513,TOP,xWIXT0xye77R9DmRQC3zlIRhQfb3VOWt73fm0WxltFo18j4,223,4,1,1,3,1,10531,2042,2042,12701,8092,13,1,15,23,0,2031,3076,3083,3068,1001,3340,TahmKench
28849,TOP,DEuQHTl6Q2irtJSU1uGq8rBVqYDHc5l49aUjqnfLSXQiTH4neHJFww41,223,6,3,14,4,1,12604,6534,3712,27665,13315,18,1,22,16,3194,3047,2033,3742,3091,3109,3340,TahmKench
28985,TOP,sA9n_FoPRHCTr58J02OSRMrmgs-bhDYa21VmkJVfN0UqdKA,223,1,2,3,0,1,5117,2855,813,11502,6998,13,2,12,12,2422,3068,3083,0,1054,0,3340,TahmKench
29332,TOP,ekMw7vTiBv-j9N1WoUi9cx8eEZYcVnxrZf4ek7qvUYVHig,43,2,6,19,2,1,18568,5080,2879,24362,10921,15,1,27,46,2033,3001,3025,3504,3047,3108,3340,Karma
29360,TOP,Zwt9w7vSD1DzFqGuZtIy8BsQiZaxV6-LyCJcoXf2tTjDjk0,223,4,4,11,2,1,11825,9567,5318,19468,10879,16,0,5,14,2033,3068,3800,3047,3075,0,3363,TahmKench
29565,TOP,sptbT0MkpbTREsQJ1V_NsIdrrwnN8cWQq6k2JZKA0o19Dwo,111,1,5,7,0,1,4112,2669,1520,13313,6817,13,4,22,34,3068,0,3047,3211,0,0,3340,Nautilus
29788,TOP,eaKm_LiLJtkY9oB6iyXw2fatn-ni8vUDZ5WkWzQFyx4bTNA,43,2,5,6,2,1,12796,1798,1798,13596,8538,13,5,11,21,3191,3285,3020,0,3108,1033,3363,Karma
29866,TOP,l16rNG7e3jWtOOZWpwzYTYMeBbuANzbXZ4T_STCjRORYWA,111,10,5,19,8,1,13032,6608,2249,26595,12619,16,16,97,77,3107,3401,2055,3050,3109,3047,3364,Nautilus
6,TOP,Jnbw-1I952Djdf8kNGadDSDnkdlUg1e621a66i-HAHKrhDQ,43,7,6,4,3,3,19915,2269,1807,21193,10660,15,6,31,24,3285,3020,3174,2055,1082,3504,3363,Karma
84,TOP,sA9n_FoPRHCTr58J02OSRMrmgs-bhDYa21VmkJVfN0UqdKA,223,1,5,10,0,1,10833,2793,213,37602,9778,16,1,24,13,3083,3075,3068,0,3111,0,3340,TahmKench
125,TOP,v-nGjrg4HwLxzTvF6mFpa12OxdoTafb3Ewy66pEC1fO6LA,43,5,5,13,3,1,29693,2792,2483,21813,11013,15,4,29,46,3285,1056,3165,1058,1058,3020,3340,Karma
141,TOP,5j0rj61OLu_X-6wNNBoTPP2rpvuuXZThFE8ylWuOhEmcUA,223,7,5,8,5,2,13278,6640,6640,22417,9441,12,1,14,28,3194,1057,2033,3068,3111,3076,3340,TahmKench
388,TOP,n1zVfyA4PSCN0gwplDGymQgAt6hfQdHyn04e5BwyQS9sbulXjj_wCSHl,43,2,7,8,0,1,9686,4657,2667,22481,9697,14,3,15,21,1026,2033,3157,3047,3802,3027,3340,Karma
554,TOP,YiqeGyQ7wDpOdeyo65zuybeAGnWjSaMF1qrq0-XUzJ5i0A,53,2,6,18,0,1,7076,1767,1028,19097,8701,15,12,72,33,3401,3050,3109,3117,0,0,3364,Blitzcrank
