,Lane,Summoner,Champion,Kills,Deaths,Assists,Killing_Spree,Multikills,Total_Damage,Damage_To_Objectives,Damage_To_Turrets,Damage_Taken,Gold_Earned,Champ_Level,Wards_Bought,Vision_Score,Crowd_Controls,Item_0,Item_1,Item_2,Item_3,Item_4,Item_5,Item_6,champion_name
9762,JUNGLE,bY74Hxi4HLeQk9YBwYvrICLqs3M-w8UWI3UoudBFrJdbQ1Q,5,10,6,13,4,2,20913,24302,1740,31537,13182,15,8,61,24,2421,1038,3111,1412,3071,3053,3364,XinZhao
9769,JUNGLE,f0dIEsT88lfoZMibjp_6i-9LEwnHJo0ZOF_V3GCrqgjyTwZj1G_AJNJ6,35,13,4,10,3,2,22764,44743,3398,34639,16722,17,4,32,20,3748,3123,3026,3078,3147,3006,3364,Shaco
9772,JUNGLE,f0dIEsT88lfoZMibjp_6i-9LEwnHJo0ZOF_V3GCrqgjyTwZj1G_AJNJ6,35,11,2,12,9,2,16265,17227,1903,24099,14996,17,1,32,15,3748,3078,2421,3147,3006,1031,3364,Shaco
9782,JUNGLE,GsvcD0mFQCEjNy_1uEZLZhI4ty-AbnknrgeT9c4BVnVYfzk,121,11,0,11,11,1,18634,32920,896,23929,12323,15,3,21,10,1412,2421,3117,3123,3071,3147,3364,Khazix
9783,JUNGLE,rQQntFUshw7-eApX-wHsUZHrefxphWHkcrgJSV1IUEoHHw,120,8,5,14,4,2,16201,18841,1384,32986,11172,14,4,26,11,3111,2031,1401,3078,3052,1028,3364,Hecarim
9838,JUNGLE,Qny1r5fWNAHJtWIX-AZNC0RmtkgO_vBws66OI56wg2oLVCc,59,9,9,15,2,2,13683,26149,454,39680,15003,16,11,37,22,3026,1401,3156,2055,3111,3071,3364,JarvanIV
9854,JUNGLE,FWkQzqQJvDaRrP5XMTeurVYuRDnziaOanGIXjzrBg5cPGko,64,14,11,20,6,1,24196,16334,2236,52555,16366,18,0,20,25,1400,3155,3047,3071,3742,3053,3340,LeeSin
9858,JUNGLE,UTae_UMcINeVYeOwNhkwojpyOHEHJkJBSkFPB5maXZrtvaY,113,1,7,8,0,1,6799,5112,0,26042,7572,13,5,40,16,1401,2031,3047,3083,1029,2055,3364,Sejuani
9910,JUNGLE,5ySAGwWRDkyJIVil_u0WEbok7ff2uCodUIcw99G3hr12CQ,30,7,9,11,3,2,27758,25373,177,32572,13512,17,12,23,27,1402,3116,3151,2055,3111,3001,3363,Karthus
9921,JUNGLE,5ySAGwWRDkyJIVil_u0WEbok7ff2uCodUIcw99G3hr12CQ,20,3,5,18,2,1,21942,19004,0,50811,12014,16,13,46,64,1401,3065,3047,3742,0,3076,3364,Nunu
9927,JUNGLE,Kus0HrRTBi9BoCuMcqvMlOHrkiQpjBvEslF2552yoESv7w,20,2,2,8,2,1,3291,39477,3055,26217,10744,14,7,29,12,1401,2031,2055,3111,3742,3065,3340,Nunu
9955,JUNGLE,_EfrRusPK1SlDgF84YAQUXENeCXfZ52eE5_3vwjh0PvkMA,76,7,8,7,3,2,13428,21795,810,23216,10701,13,3,31,3,1402,2031,3157,3020,0,3100,3364,Nidalee
9957,JUNGLE,a7WxvvRx3_e-J5Xkg0sQcY64W9EvEgNG5moXpnFUPPVl0w,64,9,8,7,2,1,17025,19483,4136,32590,12775,15,13,31,24,3026,3071,2055,1400,3111,3052,3340,LeeSin
9980,JUNGLE,MIqSG31kVw84YS8_zKQ8p9igE_p-D4G7Zji8R0mdpGHZHg,203,1,2,6,0,1,9007,39866,3967,18517,8657,13,2,20,7,0,3153,1001,1033,1419,0,3364,Kindred
9985,JUNGLE,-Ibrvsh-CgJAZiRegZ2dcDsehxNcLIVHYvxdOoc7IRvFTcg,35,6,2,5,5,1,12844,37602,4903,21812,13236,16,4,38,11,3077,3044,3006,3101,1412,3147,3364,Shaco
9992,JUNGLE,DX-hxQgLRyfxZt7fZBW20m0jFiRNt-4zqbkN7-fTV-a5SHU,154,2,1,13,0,1,8537,11493,486,19526,7665,12,3,19,25,1401,3047,2031,3067,3076,0,3364,Zac
9997,JUNGLE,-Ibrvsh-CgJAZiRegZ2dcDsehxNcLIVHYvxdOoc7IRvFTcg,35,7,6,1,2,1,13997,30386,566,20655,11653,13,2,26,12,3077,3006,2420,3078,1036,3147,3364,Shaco
10006,JUNGLE,LRkJ0GiOcFto2PQZL5alQH5-mysqJtdOsiki9SlGSZWJsZ0,517,19,14,10,7,3,36884,7969,1434,60095,19801,18,1,28,32,3135,3152,3157,3285,3020,3165,3340,Sylas
10019,JUNGLE,gChwB7yyeEuRSdKb7RT6YgKAaRpvQlhyXL1bDPmaz8VNmg,64,2,6,3,0,1,5164,1165,553,15731,6108,9,3,13,15,1400,3047,3044,2055,0,2031,3340,LeeSin
10032,JUNGLE,Skwkw8fxads6mpdErP5O24WI6VZTPR2s4FqK-f7cnoCqdLg,120,19,2,9,14,2,24252,54123,4007,40665,17379,17,1,20,31,1412,3742,3078,3047,3053,3211,3340,Hecarim
10057,JUNGLE,Vw5V9r65FTiRUeZt66u4oNwqEoZP5a0L667o4O9noJyctQ,32,8,6,6,3,1,16379,3825,675,19177,10621,12,4,24,44,1414,3143,3047,2055,1052,3068,3364,Amumu
10059,JUNGLE,uIUCmT_6P1ipQHLf_zn2SD8U_aHMLUQ2vZdCSj4KS1LCtw,163,2,6,3,0,1,9180,3196,0,13683,6352,11,4,14,15,1402,3020,2031,1028,1026,1052,3363,Taliyah
10069,JUNGLE,8XKmiNKbKnVE_fBtZgTknaBmhpu3qAP5Az7H_yPQ-MzMwQ,19,2,6,4,0,1,5283,14290,0,22322,6214,11,2,12,16,3117,1401,3077,1028,0,0,3364,Warwick
10077,JUNGLE,rpPg8wc2amOv4dzj2Jnke4p4VMFwjMNXgBUQgE3AbYp5Rzc,64,10,0,7,10,1,13198,32766,608,20150,11678,14,9,35,15,1412,3026,2055,1028,3071,3047,3340,LeeSin
10084,JUNGLE,zxCAucIAmwAUbhOeYKOxiThim4U0sv4rBdQB_AlXquMoWygESASsrgFQ,113,13,3,18,5,2,25248,25425,605,38237,14472,16,8,46,46,1401,3083,3143,3047,3050,3211,3364,Sejuani
10110,JUNGLE,W9-rbPfZwKMQ7Vog1LB94iVGF6HQq0zpqJGkzqcvH043UA,59,11,6,21,5,1,32613,33347,1452,52664,16832,17,5,45,40,3071,3053,3193,3026,1412,3047,3364,JarvanIV
10167,JUNGLE,DX-hxQgLRyfxZt7fZBW20m0jFiRNt-4zqbkN7-fTV-a5SHU,154,5,3,3,2,1,9784,1934,441,25951,7725,12,6,14,34,1401,2031,3047,3109,3067,2055,3364,Zac
10172,JUNGLE,4asqJ0PZUHn4D_qesEOByMHbmIVyrdwmXglDB1s8J_-bMm0,121,8,6,2,3,2,10954,14915,0,24159,11272,14,0,26,6,3142,2420,3147,3047,1412,1031,3340,Khazix
10179,JUNGLE,HPS-9Msu79NvTEZIwjaVJWYJI2JD3GweDBnQFNUUuIXMAHYNKmFrUSGX,141,6,6,8,4,1,12037,4719,285,27590,10592,13,2,21,20,2421,1400,1011,3071,1031,3111,3340,Kayn
10219,JUNGLE,ngm-SlzHeFgA1SKBzP7nMSMi1trkTii6o8vFNrIXikQmVIc,121,5,4,14,2,1,20374,20540,3186,32462,13023,16,3,34,19,1412,3812,3071,3047,3077,0,3364,Khazix
10249,JUNGLE,uGwAd66E9DC1es07LcRCMsn61jsJnvdfb9HuIsCdQQxNYg,113,4,11,19,3,1,18271,30860,1415,50866,13466,17,3,38,37,1401,3083,3140,3047,3109,3110,3364,Sejuani
10250,JUNGLE,LWyH7ZBMgRaE029SWylJr32YhxKPEzdTvEi5uFfL-Z9Yiw,113,9,3,14,4,1,15658,30898,2592,32666,16008,17,5,38,36,3143,3194,2420,3083,3111,1401,3364,Sejuani
10300,JUNGLE,TpCxcV5Rkiux0-bXfJS4ES51F9UjWkWOZZ-NXTBGIeWfqfI,154,3,1,8,2,1,6023,23134,1105,24651,8548,13,4,17,17,1401,2031,3109,2422,3083,0,3364,Zac
10308,JUNGLE,Qap43rqY4rjYUJ17DnYVgfPjOP4oKvPhMQzDhp-1KMnpw1joGq57hdzx,9,3,4,6,2,1,12165,8044,983,25105,9363,13,5,18,46,3157,3020,1052,1026,1402,0,3364,Fiddlesticks
10350,JUNGLE,4dP_Vk9KLUoO35GjCi547Zf_73-o67zKBNJlQ8FLtW1Ocg,120,7,4,6,5,1,18172,37982,2866,44018,14246,16,6,39,17,1412,3065,3078,3111,2421,1038,3364,Hecarim
10391,JUNGLE,MVo-Cf8NU0VFkYS5fNPdEzYfyB0Mt6u9KTczt17wO4Tsux8,120,1,6,4,0,1,9737,22574,0,31991,10829,15,4,29,15,1400,3078,3047,3067,3123,3035,3364,Hecarim
10394,JUNGLE,5fB-52Iip5-7d6REoKvrOSrIDTBcs6S4uz_UlX4jwgp7PQ,254,5,7,9,2,1,11428,9187,1106,20945,10311,14,7,27,22,1412,1028,0,3078,1036,3111,3364,Vi
10403,JUNGLE,lh01dl3H_mR5bl3SsGbt8rN1ykNbn4NiNxtucJq9ML_3DqCu-1k7nv6j,254,3,7,10,0,1,15181,14812,553,25294,10556,14,13,23,30,2055,3078,1412,3047,3052,1028,3364,Vi
10410,JUNGLE,rpPg8wc2amOv4dzj2Jnke4p4VMFwjMNXgBUQgE3AbYp5Rzc,517,7,4,11,3,1,17429,15987,0,28553,12465,14,5,48,23,3152,3020,3157,1033,3108,1414,3364,Sylas
10416,JUNGLE,rpPg8wc2amOv4dzj2Jnke4p4VMFwjMNXgBUQgE3AbYp5Rzc,79,2,4,5,0,1,9164,20197,282,22350,8765,12,3,22,16,3047,3108,2421,2055,3165,1402,3364,Gragas
10419,JUNGLE,rpPg8wc2amOv4dzj2Jnke4p4VMFwjMNXgBUQgE3AbYp5Rzc,59,5,4,18,4,1,11889,20880,267,27627,11103,14,8,49,29,3193,1413,2055,3067,3071,3047,3364,JarvanIV
10450,JUNGLE,rpPg8wc2amOv4dzj2Jnke4p4VMFwjMNXgBUQgE3AbYp5Rzc,48,7,1,13,5,1,10270,32259,4889,28004,13079,15,7,48,18,3193,1011,0,3050,1413,3047,3364,Trundle
10491,JUNGLE,zFvNVO30-3rXK5EMxcHVyUGXdurxJvkaEb-XXqOevOzfPg,154,7,9,6,2,1,20219,10962,0,60796,11795,15,14,40,71,1401,3083,3158,2055,3065,3082,3364,Zac
10493,JUNGLE,KoNxMw6lz1jsaszXSdIXM1YlBNwkJWAsPrLX6oOmRpC5NQ,5,6,6,2,3,1,7477,5803,1082,21516,9434,12,5,22,10,1412,2031,1036,1028,3047,3053,3364,XinZhao
10523,JUNGLE,cXP4alCK0Gh8CFlcF3CEpvOUIyqpmFE9dv7zuoFu4EnsSTg,254,7,6,7,3,2,16640,50040,3539,28506,11953,15,4,30,27,1400,0,3078,3083,3111,1028,3340,Vi
10524,JUNGLE,GC3gP6KoTdQY4ubPwbb-hpvAPElMVjHH6Zu3Hyn1652v2Q,421,10,7,5,5,1,14764,5158,0,25516,10887,13,3,22,24,1400,3071,3052,3047,1037,1028,3340,RekSai
10576,JUNGLE,op5061NognRxhkFkIRtoQi_YSPS0H1tN0z8zNxk7DF8NwdA,64,8,1,12,5,1,9807,25036,2862,20076,10807,13,7,29,17,3077,3111,2055,1400,3071,3067,3340,LeeSin
10579,JUNGLE,Du-_5GykWN78oKqCHXJIjUvtJauAbCpNvhLguabwXkhYk_M,79,11,0,13,11,2,19188,31083,1109,23764,12801,15,1,29,27,3165,3047,3157,1402,3211,1082,3364,Gragas
10591,JUNGLE,ytH3pFyntfWIznDeiolbHZBsWkdVskz3qPNBvH1wj2t3NA,79,5,4,6,3,2,8670,12319,42,23313,10062,14,1,12,15,1414,3113,3020,1082,3165,3057,3364,Gragas
10592,JUNGLE,ytH3pFyntfWIznDeiolbHZBsWkdVskz3qPNBvH1wj2t3NA,59,4,3,7,3,1,14090,4707,130,25648,10483,14,0,29,21,1400,3211,3077,3047,3071,1011,3340,JarvanIV
10595,JUNGLE,CK5xqwbuJ_ZfCRhrWRI9321Yu_xYq-IrkNKrCDVKgQ_A7js,64,4,2,4,4,2,6379,11088,0,13786,7772,11,4,23,10,1400,3077,3067,3044,1001,0,3340,LeeSin
10630,JUNGLE,8KUdUJy8MYCZcGsk35lOGd_P-oz-eHlI_ZFRzxLY83EgPQ,72,2,10,12,0,1,11115,26628,1582,29927,11308,15,2,40,44,3800,3047,3057,1400,3065,1028,3364,Skarner
10631,JUNGLE,rbe2OzlnqdDie8xS0NnESRCWvwapd4HzZyW9WiCieFVM1zg,421,6,3,3,2,1,8035,8022,1233,18234,9141,12,0,18,17,1400,2031,3047,3071,3052,1037,3340,RekSai
10641,JUNGLE,u3NH-bHFL8547sMpnxLuPSP9tYQujwa0uXKsfPPnIlQp1kOvovS3S5ws,30,7,6,18,2,2,29716,27278,907,28541,15635,17,6,33,22,1402,3157,3151,3165,1026,3020,3340,Karthus
10653,JUNGLE,YaK-WP_vM28fMGOhlmEzJS_11bbBrchxjgVFDggb5XgYXoE,64,11,5,14,5,1,16958,34528,4815,32856,15706,17,1,23,25,3053,3026,3047,3071,1029,1412,3340,LeeSin
10656,JUNGLE,zro-Xq9XYIwAjm85VjdUgLI-Cpe5FwhU2tQdeaxuVM6k5_k,121,3,7,2,0,1,6162,14099,0,25661,8038,12,4,30,3,1412,3047,3147,1028,2055,1036,3340,Khazix
10676,JUNGLE,ggiXpyT1cg0sRD-Mhk4MkiSzROIr8mE8IYUknH0rL_ntVgc,113,9,13,11,3,1,26543,44608,3982,60063,19059,18,0,29,41,1419,3748,3091,3111,3053,3161,3364,Sejuani
10682,JUNGLE,tEGmlZxKLhif4eDFMQYkSdxnfjeGzYaLB50unPby2YvlpgQ,421,6,5,4,2,2,10037,10370,287,24527,8876,12,0,12,16,2031,1400,1001,3071,0,0,3340,RekSai
10685,JUNGLE,S4QWly9cmL_N37opwVTFxcNcxWDZuG5kMNTUemVjOvPdYw,72,2,6,14,0,1,7469,10820,293,29642,9784,13,6,28,33,3211,3800,3047,2055,1401,1033,3340,Skarner
10707,JUNGLE,7gHsv0v9hVu9miYfoaZargwPGMnR84vtvZs44SXvv_wBbw,120,9,3,8,7,2,15359,11747,0,29813,14063,16,2,22,15,3026,3053,3078,0,3047,1412,3364,Hecarim
10711,JUNGLE,8dgKNBnu5iSkd3xWHB0--Ycx40qiIKC1hpHG8TEDBCPeWg,59,5,7,10,3,1,11348,21965,0,40079,10773,14,3,62,21,1057,3111,3742,3071,1413,0,3364,JarvanIV
10742,JUNGLE,nxY41jhGWBe5vDBEN1yDdMyLo5BsmzgM1lok8_k6Y2YhzzYlBgtuL6EM,64,14,2,9,9,2,12602,35286,1418,17778,12939,14,2,18,11,3074,3026,3052,1412,1037,3047,3340,LeeSin
10747,JUNGLE,px69r0flGU0o4Uv3SLN_dhQ_vAPoSBu-TaNXZXYj_6KyUA,113,0,0,14,0,0,6294,14259,1437,14994,7758,12,3,23,19,2031,1401,3047,2055,1028,3083,3364,Sejuani
10752,JUNGLE,ZRRH8Aq7o54e8j0aNG9-P9_-GMMUamnSj4oY1gDH8jZd1u0,20,7,4,12,4,1,15159,6282,289,40836,12263,15,7,31,32,1028,3075,3067,3742,3047,1413,3364,Nunu
10808,JUNGLE,TBFPMU4mpOnnMYjmwnlXWwilz0FuIskwL2Kxr85JlV3Oa9ZO4ekTVj8X,421,8,1,7,5,1,12472,25349,1863,17685,10903,14,2,21,16,1412,3071,3053,1029,1001,0,3364,RekSai
10858,JUNGLE,Fy01e2lU1KN01S9EUT1SAKnAGtlkHpthInj_iI1QgZEqItk,421,5,3,9,3,1,14825,26038,1985,23377,11712,15,3,38,23,3026,0,3047,3071,1400,0,3340,RekSai
10865,JUNGLE,rK_31ZGM3Ki1t-6AHW_fswHegvaEbietAse2w2n2L0bR1CM,60,2,4,3,0,1,8597,5378,0,14781,7167,11,4,17,15,1402,2031,3020,3165,0,0,3364,Elise
10887,JUNGLE,snn2NJtYil9Rh9r2Yq16SS8AwDLMlM9LKb0H3DvulZ_ec0A,60,6,4,9,4,1,14965,12668,3226,14723,9477,13,3,30,20,3165,2031,3020,1414,0,0,3364,Elise
10889,JUNGLE,Du-_5GykWN78oKqCHXJIjUvtJauAbCpNvhLguabwXkhYk_M,121,13,4,19,5,3,30001,32612,3518,39672,14982,17,4,16,19,3156,2055,3071,1412,3026,3111,3364,Khazix
10944,JUNGLE,KwLCjvoD59znDFJ-0ICEH1dfuXhLPSv19eSmEP7ML2v6Cc0,64,2,5,2,0,1,7697,5141,0,20827,7097,12,3,16,15,1036,3077,2031,1412,3111,1028,3340,LeeSin
10962,JUNGLE,V8wkeDTRhJF_O4YT5WbV8Dkoc9yRn0sm7KrCPJUtkhaRVX8,113,3,1,4,2,1,7019,1393,0,13262,6898,10,3,15,22,3024,1028,2031,1401,3082,3047,3364,Sejuani
10973,JUNGLE,jSFwVEX83agwtix_JutUL1F529WY0UcvAk89PtGcqK9TMw,113,5,6,14,2,2,14438,20784,1098,37964,11041,13,6,26,26,3083,3193,2055,3067,1401,3047,3364,Sejuani
10978,JUNGLE,6M7aNaAg5y-O-V7oQFxMWAhoiZ1vA9W72plA6Kim2N-NLA,28,2,7,6,0,1,12849,30791,0,24848,10284,14,2,21,9,1058,1402,3020,3165,1058,1082,3363,Evelynn
10980,JUNGLE,6M7aNaAg5y-O-V7oQFxMWAhoiZ1vA9W72plA6Kim2N-NLA,28,2,5,0,0,1,4037,20292,0,15618,6666,10,1,17,6,2031,1402,1082,3020,3113,3057,3363,Evelynn
10982,JUNGLE,a7WxvvRx3_e-J5Xkg0sQcY64W9EvEgNG5moXpnFUPPVl0w,64,9,3,9,5,2,13776,30318,1221,20737,10726,13,11,28,23,1036,3026,0,3111,3155,1400,3340,LeeSin
11008,JUNGLE,D_5UgVJrpv5RqzAIxk9zEOfyRo6k2sDDtIqQhVPEz1Tdbw,104,2,7,5,2,1,11503,7049,0,22075,10513,15,2,26,23,3155,3111,3142,3133,1412,0,3364,Graves
11029,JUNGLE,1FUtPEvB1ByOd5pvuVuaMOuN20WQWe3UQvdfGncQsWG9l0o,79,4,8,5,2,1,13609,4262,0,25262,8277,12,7,24,25,2031,0,3020,1402,3165,1052,3364,Gragas
11034,JUNGLE,pXLcU6o51sLb7HRbn_1sv1EVd-7Jv_IJEgYjbQsNp28_Qg,203,1,8,4,0,1,8863,6095,1235,16546,6233,10,6,27,10,1412,3006,3086,1042,0,1042,3364,Kindred
11038,JUNGLE,uj5g2JKig4YsNo0QtukblenRFPyA2g6JnjZ8l9jk9jlh5F0,113,3,10,17,0,1,14316,9222,1534,64460,12742,16,4,32,37,1401,2421,3109,3111,3083,2053,3364,Sejuani
11056,JUNGLE,iu6kJ-OMgujMs8YxifjErYUmlAWLeKFVsygnQ4KdnUQpAQ,32,6,5,15,4,1,16975,22488,442,27562,11367,14,3,30,43,3001,3024,2055,3111,1401,3151,3340,Amumu
11060,JUNGLE,1sWxflSuBwXkhk-fZndRCJSXutycGYMxr-kR-uVB3g3Guw,5,2,6,3,0,1,6886,858,0,16554,6100,10,2,21,10,1412,3111,3067,1036,0,0,3364,XinZhao
11061,JUNGLE,ZHyTf0-wn1BEQn73WFsi8MW81grIYl3IYJGCnfZ3jGpwy38,121,9,0,6,9,3,9949,10296,1237,14090,10877,14,4,35,4,0,3067,3047,3044,1400,3147,3364,Khazix
11063,JUNGLE,VNYM3a7zkWyYq88eDehZ2xZAp0QvGYbhucCEaB-ObCt55AdBZpqXeHLk,60,3,6,8,3,1,12536,5357,1240,19471,8554,12,5,32,30,0,3165,3117,0,1414,1082,3364,Elise
11067,JUNGLE,18BZtaSLywZBJpVIFKiVkGZ7HShzVDDf6sK_hbtUnMQi6A,28,12,9,10,5,2,35979,8164,206,28478,13714,16,2,27,11,1402,3020,3089,1082,1026,3100,3340,Evelynn
11068,JUNGLE,EE8Tt2DRzwpqh2xbyfJNo1Qn3zGwRqEWP6bzecvM69ixvA,121,9,4,1,7,3,13245,29628,993,23668,9971,13,4,32,5,1400,2031,3123,3155,3047,3147,3340,Khazix
11073,JUNGLE,f_YVRoY-IoISxZkUT79jY9r_lv5AgstYtEMzR343Q-vv2Q,121,11,3,6,5,3,20908,46991,5136,25698,13893,16,3,36,4,3142,1400,3155,3047,1038,3147,3364,Khazix
11077,JUNGLE,ERofwiZaC_j8sKvFK-oJnEWY3SIJW6smmS7r72DKIMZ61yk,203,1,6,3,0,1,5151,3816,0,19067,6112,10,5,16,6,1412,2031,3006,3044,1028,2055,3364,Kindred
11083,JUNGLE,Zznda58DH2IALYQ5phEVefQeyh35WuZBmmLSfqqYMghNpQI,60,8,6,8,5,2,15838,26086,4290,29236,13978,16,4,49,10,3157,3151,1402,1052,3165,3020,3364,Elise
11085,JUNGLE,bDYQqmJh4iqFw5-e-AOYEYlquks7hEkAJ_fK3dO7b4QOFyw,5,3,9,17,0,1,18520,33170,2734,40368,14149,17,9,44,24,2421,3053,1412,1038,3047,3078,3364,XinZhao
11131,JUNGLE,_EfrRusPK1SlDgF84YAQUXENeCXfZ52eE5_3vwjh0PvkMA,76,15,4,7,7,2,20438,33143,6557,28615,14288,15,1,28,5,1402,3020,1058,3041,3100,3165,3364,Nidalee
11165,JUNGLE,_EfrRusPK1SlDgF84YAQUXENeCXfZ52eE5_3vwjh0PvkMA,5,13,8,17,3,2,31855,16150,2847,37645,15673,16,2,26,36,1412,3111,3161,3053,3031,1042,3364,XinZhao
11176,JUNGLE,_EfrRusPK1SlDgF84YAQUXENeCXfZ52eE5_3vwjh0PvkMA,76,6,6,8,5,1,18070,22727,884,23875,10374,14,4,30,6,1402,3100,2421,1082,3108,3047,3364,Nidalee
11178,JUNGLE,_EfrRusPK1SlDgF84YAQUXENeCXfZ52eE5_3vwjh0PvkMA,76,11,2,9,7,1,22441,25941,2838,22703,13259,15,4,26,8,1402,3100,3157,3020,1058,0,3364,Nidalee
11179,JUNGLE,_EfrRusPK1SlDgF84YAQUXENeCXfZ52eE5_3vwjh0PvkMA,76,3,6,8,2,1,9090,24173,2918,24172,10043,13,2,24,2,1402,3100,3027,1001,0,0,3364,Nidalee
11261,JUNGLE,h3lHun-2ExFnKNdUQFJzB16jgCu5kluC64_ZhiHpV6FMd_o,120,8,1,3,6,1,10201,26462,828,19198,9904,13,2,23,7,3047,2031,1412,3078,1036,0,3364,Hecarim
11262,JUNGLE,NlXWl9N0ldxUAZtx7RMx5DCbMfwfqQf2PMWUQroq6g3Igw,28,8,6,8,4,2,16814,33108,0,29088,13325,17,0,17,14,1402,3100,3020,3089,3108,1033,3363,Evelynn
11272,JUNGLE,-nU0gYOV6Hf7pLSgfBsl1Gt2Lr8uDN0JTUHUgHJGgIkYXQ,141,4,4,5,4,1,13441,15943,1106,31939,11675,15,3,20,16,1400,2420,3111,0,3053,3071,3364,Kayn
11278,JUNGLE,Wb0w24nKyxfQ0eWK9jKy1nWWenuD8CzYs53sVLCNnni8Kig_NrJuzRxR,64,5,11,13,0,1,13622,12434,0,33604,10411,14,5,23,21,1400,3071,3111,1038,2421,1031,3340,LeeSin
11284,JUNGLE,9WikZPbKYb8Bbj-TSseb2spy1KMjWxl1D0sSdoRqGu-Zow,427,6,1,12,5,1,10275,2893,59,17744,11363,15,2,32,44,3117,3107,3222,3174,3504,3105,3364,Ivern
11312,JUNGLE,tDSsH0STTiL4_oMavo1QuvZuF4VTT-gHGs1AMOQfwKVbUA,5,9,6,8,4,2,17278,17804,5014,28469,11944,14,1,15,19,1412,3053,3111,3078,3082,0,3364,XinZhao
11327,JUNGLE,JPbKUctMLj55bCbBRWmKjpJEZ5P-EEiSEOWZoUKmacBc6E4fhGfNMpds,5,5,11,3,0,1,13114,3438,341,34599,9915,14,6,19,18,1412,1028,2420,3111,3052,3071,3364,XinZhao
11354,JUNGLE,tDSsH0STTiL4_oMavo1QuvZuF4VTT-gHGs1AMOQfwKVbUA,11,10,8,13,5,2,23106,17490,1557,32341,14518,15,0,11,11,3143,3742,3124,3047,1419,1053,3340,MasterYi
11372,JUNGLE,tDSsH0STTiL4_oMavo1QuvZuF4VTT-gHGs1AMOQfwKVbUA,11,22,5,3,7,5,29452,29908,8055,24558,16783,14,0,13,7,1412,3031,3006,3087,3161,3086,3340,MasterYi
11380,JUNGLE,w13Xvt2sUbE_f_BryowNKa1iTvlzlvmXqlUCjqAVRg5dsds,28,3,5,11,2,1,11649,7985,0,18231,7861,11,0,13,6,1402,3041,3113,3020,1026,3057,3340,Evelynn
11443,JUNGLE,ncyjXQNnaeERqPZJBBaXz1j195CCBWoKPmHnNHscsGPLo2w,141,6,4,9,3,2,15931,26683,675,36952,12523,15,3,30,22,1412,3065,3047,1038,3071,1029,3364,Kayn
11458,JUNGLE,ncyjXQNnaeERqPZJBBaXz1j195CCBWoKPmHnNHscsGPLo2w,421,11,3,7,5,2,16273,33464,1174,32631,13520,16,2,16,21,1400,3026,3047,1037,3071,3155,3364,RekSai
11467,JUNGLE,Z837hVV60Pt2K2z8IopV9kKGAsjRCG1Y5amDx83FTw78qBM,421,9,6,6,3,1,13004,3594,0,27362,11425,14,7,35,21,1400,3053,0,3071,0,3111,3364,RekSai
11470,JUNGLE,18BZtaSLywZBJpVIFKiVkGZ7HShzVDDf6sK_hbtUnMQi6A,33,3,3,7,2,1,8284,6213,511,18137,8271,13,1,15,27,1401,3047,1033,3075,1028,0,3364,Rammus
11485,JUNGLE,seFTbezppoKGYNyHwN0py9RCJ3e9YRcfEtp5W9M6WmwGKNnkhjtBOSxo,113,4,2,19,4,2,23213,26643,1165,41344,13836,17,4,36,38,3083,0,3047,1401,3075,3065,3364,Sejuani
11524,JUNGLE,52rXh7-qCSW-nsX6KVG62_WLG6wSfSVYuRPGjGyIzZCrvw,59,3,3,17,2,1,12792,37106,2295,31419,11423,15,4,30,27,1413,3143,2031,3047,3071,1028,3364,JarvanIV
11556,JUNGLE,1G--osatvx_gHrKjO6TJFJ1oPcKBt2YBgpE4N6dgBm_lDw,113,1,1,8,0,1,9855,14157,933,31649,10437,15,3,18,17,1413,2031,3109,3083,0,3047,3364,Sejuani
11569,JUNGLE,Rq6iYSTUK5PR4mHQIIlU67W4hSUbD6-bmdtATZ8YeXE5tw,79,2,5,15,0,1,16621,29653,379,36385,11378,16,3,45,25,3157,3020,2055,3165,1058,1402,3364,Gragas
11590,JUNGLE,EnUiewKMOSIIA1661wupOqFvVZ_nS7JK4XFi75Yi4Z71ZA,203,7,3,13,5,1,26852,35617,9817,25137,14366,17,3,25,2,1412,2031,3006,3031,3087,3085,3364,Kindred
11601,JUNGLE,UNn3thZbHUAnMvzk-3dp7YHjjdvgDeEK8djrdvDhTPW_Qww,141,3,5,8,0,1,11628,17344,0,30171,9573,14,2,15,20,1400,3111,3211,3071,3067,0,3364,Kayn
11606,JUNGLE,Ap8m13f1R0vsugCNIVJSnGFtgKH-ZKnZq2hbq8G9kriZ9g,141,8,2,13,7,2,18536,17970,494,29549,10554,13,4,21,16,3071,1028,3047,1037,3052,1412,3364,Kayn
11609,JUNGLE,uGwAd66E9DC1es07LcRCMsn61jsJnvdfb9HuIsCdQQxNYg,120,5,7,11,4,1,16759,25731,1426,48025,14156,17,2,26,22,1413,3053,3026,3078,3047,0,3364,Hecarim
11626,JUNGLE,fXgTxWqbm3CGYibXJiab-OJc7sb3Tj825tabxdlTy7S_tVU,79,5,6,16,3,1,19802,31769,0,30392,12216,15,1,33,30,1052,3157,3111,3165,1026,1402,3340,Gragas
11629,JUNGLE,laIsffMr41pQyYdjX3cedRpfjRxkGiH6WM0Wirt-oV-mK8E,35,4,5,7,0,1,11767,1831,367,21729,10090,14,3,33,21,1412,3077,2055,3147,3044,3006,3364,Shaco
