,Lane,Summoner,Champion,Kills,Deaths,Assists,Killing_Spree,Multikills,Total_Damage,Damage_To_Objectives,Damage_To_Turrets,Damage_Taken,Gold_Earned,Champ_Level,Wards_Bought,Vision_Score,Crowd_Controls,Item_0,Item_1,Item_2,Item_3,Item_4,Item_5,Item_6,champion_name
180,TOP,F41M05i62Nw1lVrfd1atluY4fYqtLMtRzAMixBVlfhW6vQ,517,6,3,15,3,1,29163,9691,7512,22739,12524,16,3,27,27,3157,3152,3041,3020,0,3165,3340,Sylas
390,TOP,Jnbw-1I952Djdf8kNGadDSDnkdlUg1e621a66i-HAHKrhDQ,163,4,4,11,2,1,9796,11092,2255,14925,9226,13,1,30,8,2033,3108,3285,2421,3111,3191,3340,Taliyah
590,TOP,KuDBl7qecJa2Y7EW5SRh9J2XcoQ4m69KViKrsDztgjM111Y,517,4,9,5,2,1,6648,3168,130,21623,10634,14,1,15,10,3165,3152,3157,0,3020,1082,3340,Sylas
699,TOP,xWebl5F8VNrkYlsZlc4dMmnJxIPhYJ4AUP_nQXDYZaVpZw,104,7,4,5,4,1,22269,11399,6658,27669,13684,17,1,16,15,1055,3812,0,3111,3071,3046,3340,Graves
846,TOP,58KXtoMDsQgPU0GMrrv2po1_whZv4tqkUeE94SrH_CXUhg,517,4,7,6,2,1,18760,12753,1169,25861,10392,15,2,32,25,2421,3152,2033,3285,3111,3191,3363,Sylas
904,TOP,GhsCCGaHA5jy6oswPlv8z8XmSX39fnPbrOLI0iMsmDpNBKQ,517,5,7,10,3,1,21950,3068,3068,27329,10514,14,4,19,28,2033,3285,3020,3089,1082,1052,3340,Sylas
1119,TOP,q6U8i9bQQyxLK28R3rDk9qxiZNE0JINdVTVqb6OLRLR4lQ,48,1,6,0,0,1,10421,4346,1917,25755,6762,12,1,10,13,3047,3077,3143,2033,1055,0,3340,Trundle
1197,TOP,y-nxHMP-1KCSVXgcHH8d67wdEi6sHAGVKRdGMHv2feeOiqY,517,2,3,12,0,1,11782,2760,1799,12951,8271,14,1,18,14,3285,3152,2033,3047,0,0,3340,Sylas
1201,TOP,2etSRsxjiA1RIu5GaiIw8SMNrjbokp3mWN9IpvD0kBKUllM,517,8,3,4,4,2,18096,9036,3173,16161,11314,15,0,6,20,3191,3152,2033,3285,3041,3020,3340,Sylas
1340,TOP,PCMDHbXfu008zLzjAu26iYiY_HKuiv-0dz7W41pvEqebL5Y,59,5,8,19,3,2,17430,8101,2939,34288,12004,16,0,24,28,3748,3193,2033,3047,3071,3052,3340,JarvanIV
1793,TOP,Sep9msxDi_wjYLcLhuVCXDa3swsct7PUWZxmZSlnr0w0hmo,517,1,6,5,0,1,10449,1719,1719,20001,9281,14,5,24,15,3157,3152,3916,3047,0,2055,3363,Sylas
1905,TOP,_URcV2R1OUTmIVZZ_7Qh_HjcK1Hajxj2Ma6y7cs6-o9Il8A,120,3,3,6,3,2,13056,6007,3169,25924,9306,14,2,26,16,3065,1028,1028,3078,3047,0,3340,Hecarim
2027,TOP,px69r0flGU0o4Uv3SLN_dhQ_vAPoSBu-TaNXZXYj_6KyUA,120,1,7,2,0,1,12222,7955,4182,35188,10044,15,0,15,13,2033,3078,3047,3065,1028,3052,3340,Hecarim
2167,TOP,C4uMzdEdfrSKzevksNd8c9lqsg0A-mEP0rB7MpN_uu8MCg,517,3,5,0,3,1,10243,126,126,20189,6345,11,3,18,18,3152,2033,3802,1056,3111,0,3340,Sylas
2254,TOP,3AutE257lscqRDpiIUEPASzWC-SDiuyhago9oc29V-sMuQ,517,2,9,6,0,1,10807,3890,2517,24665,9977,15,1,26,12,3152,1058,3157,1056,3047,1058,3363,Sylas
2590,TOP,QotVE4FxoP4P0UZYJGNRzj4vCmudf7KjdZ_VB6cbWobw6Q,163,17,3,5,5,2,22180,24666,5817,11054,13687,14,2,16,12,3089,3916,3151,3285,1082,3020,3340,Taliyah
2652,TOP,MIBTqjQqv5ZpURzpcC_E9nnv4D6GDh-44rRDt2RUch-wpP3cJGH4sNyj,79,6,3,7,4,1,14481,4847,1664,20484,9640,14,3,19,24,3152,3157,1052,1056,3041,3020,3364,Gragas
2743,TOP,iHcsLZBCk7icAsWTJKUnVpF4mFF-xXsP0DiNITuMavEWyX8,79,5,1,6,3,1,12415,2053,2053,12414,9240,13,5,19,25,3020,3285,3152,2055,1082,1052,3340,Gragas
3510,TOP,pEIVR0_MDAKNbEZ8vcOQtse-tNC6v8xA0-heE8Saqew,48,3,4,6,2,1,14955,10819,7117,30461,13261,17,1,33,17,1055,3025,3074,3065,3047,1038,3340,Trundle
3601,TOP,JGHxqemQyT2xBuA0rogJe7sF1wmroV3fWVVnAwwJJCw6SA,76,0,4,0,0,0,5921,3141,2920,15876,5879,10,0,12,0,1056,3047,3027,1056,3108,0,3340,Nidalee
3882,TOP,WHJEzE0ya0krvK7hojrXIWnJE5zGTmAZkMI5LdDKhu9wsbNjyhgWeBye,113,1,5,12,0,1,17670,8835,4618,41579,12387,16,7,32,29,3109,3193,3047,3083,0,3068,3340,Sejuani
4041,TOP,Td71zXJ5Si-EmzY4WrmmQ9PYdUYIA8L-HABBpXH7JRajRusqw56yOl9m,517,3,10,10,0,1,23653,2362,700,31179,10822,15,3,20,22,3152,3157,2055,1082,3165,3020,3340,Sylas
4171,TOP,2w2leJnagLMWCTsw_VKemQL4ymhQmhijyM2kDqz1fZCi54c,56,3,5,2,2,2,11556,9735,3926,21547,9018,12,4,31,105,2033,3077,3006,3071,3067,1038,3340,Nocturne
4272,TOP,otuOy8PzLCN8q6mhX5B9JrFiJcfACz_c4fuhh06MIuvizTo,56,5,6,4,2,1,14928,7300,1019,22695,11318,14,2,13,129,2033,3071,3508,3155,3133,3047,3340,Nocturne
4758,TOP,JGHxqemQyT2xBuA0rogJe7sF1wmroV3fWVVnAwwJJCw6SA,76,3,7,7,2,1,13191,11261,3026,26880,10705,15,2,21,3,3082,3157,3025,1054,1057,3047,3340,Nidalee
5285,TOP,vagpUmmRyf4NJK8YI6dhPCRt-kR9KV1FFgi2QVRS4EWY_qgfDnE2hym5,517,1,9,10,0,1,10060,4621,3499,22314,10227,15,1,18,12,3152,2421,3165,1056,1082,3047,3340,Sylas
5353,TOP,nbxOSGOV7iEaoSr4EqwPrkeYrqHRVcCKZz_6De9fDhBczA,517,11,5,10,3,2,16737,5709,5709,21965,11793,14,5,23,20,2033,3152,3157,3020,3802,1026,3340,Sylas
5917,TOP,12d0800gNgKCVfwcpfgOT44IC_1i-3RANRtzT5EX2q-ZHtLBsvNckUwr,517,12,7,12,5,2,31156,8129,3271,30068,16229,17,1,31,34,3152,1026,3157,3285,3089,3020,3340,Sylas
6176,TOP,sKhGiL38Ej5Uw3z7s98Y8x2DUW7ASVhd05i2vrJ0sHgET5w,517,7,5,12,4,1,15957,7748,2251,28177,10924,15,2,24,15,3285,1082,2033,3152,3916,3020,3340,Sylas
6498,TOP,2etSRsxjiA1RIu5GaiIw8SMNrjbokp3mWN9IpvD0kBKUllM,517,4,4,5,4,2,15704,3725,3422,14309,9120,14,2,14,23,2421,2033,1082,3285,3191,3020,3340,Sylas
6688,TOP,ZW-hh5Ma9LE6No14aw8KB_TpnVB5sA32raFwdN12n96sS2I,517,2,3,3,0,1,13441,2274,1775,15705,8460,13,2,15,20,2033,3152,1026,1082,3802,3047,3363,Sylas
6695,TOP,y-nxHMP-1KCSVXgcHH8d67wdEi6sHAGVKRdGMHv2feeOiqY,517,2,0,12,2,1,10685,1654,0,10264,8152,14,1,15,13,3067,2033,3157,3145,1082,3020,3340,Sylas
6699,TOP,OnvXwXtBoDG_huG715XZ1WsxiLhO4_n8QfI5lvuXvZZ1qxXVX_GjgJwR,517,1,13,7,0,1,16302,4344,1266,27351,9014,13,3,24,31,3157,2033,2055,3111,3285,1052,3340,Sylas
6748,TOP,ZKosQAwRLS0OjcG_XC7KwEtk2Y4oTAwjkFkh8vQlk4ODXiA,20,7,4,2,3,1,12697,581,581,25967,8913,13,0,5,23,1056,3152,3076,3111,3001,1029,3340,Nunu
6906,TOP,JGHxqemQyT2xBuA0rogJe7sF1wmroV3fWVVnAwwJJCw6SA,76,4,8,17,2,2,29336,12465,8305,50691,14725,17,1,33,16,3165,3047,3027,1082,3285,3116,3340,Nidalee
7154,TOP,vsJEhTlqlWmrc9VnL4jyaq0LnRvcImFWDdu-RZM8E5LTFg,79,6,1,7,3,2,14065,7163,2214,10670,9939,14,1,15,27,2033,1056,3001,3111,3025,3076,3340,Gragas
7174,TOP,U1n_slFTRk65ZV61tgh_Y5e03ncFDUIYEhHdZv5rDlYFloU,517,2,8,14,0,1,25307,5644,3001,36770,13594,18,3,29,45,3157,1058,3152,3165,3108,3020,3340,Sylas
7396,TOP,otuOy8PzLCN8q6mhX5B9JrFiJcfACz_c4fuhh06MIuvizTo,120,4,7,7,2,1,16886,2787,845,36960,13227,17,4,25,16,3078,3065,3143,1037,3133,3047,3340,Hecarim
7440,TOP,63D32YkA0YOJC7UOGcTuj65HfSckAhZdl02D6Gdzqgz5hg,517,1,5,1,0,1,8693,877,877,17250,6367,12,4,17,14,2033,3285,3145,1082,3158,2055,3340,Sylas
7684,TOP,EUVkCpHaLddFcF-Wg_wwJ9N9-tHddtJMXmaS-LgW0XtTvhc,517,8,5,15,4,1,26198,6789,2898,33867,14445,17,3,23,56,3143,3152,3157,0,3285,3111,3363,Sylas
7810,TOP,63D32YkA0YOJC7UOGcTuj65HfSckAhZdl02D6Gdzqgz5hg,517,2,7,0,0,1,9508,3645,980,17036,6443,11,3,8,15,2033,1082,3285,3108,3158,2055,3340,Sylas
7951,TOP,p1Cu4xv3cWgEpI7Z7VwaRVwPHxfQKQXrXnJxBwFe2dHNyw,163,3,2,2,2,1,8635,7625,2607,5882,7781,13,3,12,10,3020,2003,3030,0,0,3165,3363,Taliyah
8290,TOP,JGHxqemQyT2xBuA0rogJe7sF1wmroV3fWVVnAwwJJCw6SA,102,8,2,4,4,2,17545,11616,8006,21047,12091,14,1,24,16,1054,3111,3285,3116,3115,0,3340,Shyvana
8353,TOP,_VDES5jFy0NFMjVIr4A7czLy6UYPmCqA1u-R6m-S8nXjF-w,517,2,9,4,0,1,11848,1251,525,24217,7349,13,0,11,16,3020,3152,2033,3802,1082,1026,3340,Sylas
8358,TOP,GhsCCGaHA5jy6oswPlv8z8XmSX39fnPbrOLI0iMsmDpNBKQ,517,10,5,7,5,2,23098,5143,4440,27092,12970,15,0,14,28,3165,3152,1082,3020,3191,3285,3340,Sylas
8836,TOP,WHJEzE0ya0krvK7hojrXIWnJE5zGTmAZkMI5LdDKhu9wsbNjyhgWeBye,517,9,5,15,4,1,36684,15611,6689,39813,17332,18,7,48,34,3157,3152,3089,1058,3285,3020,3340,Sylas
8898,TOP,4a2uOnIRgN7ujzwpwYE1qgfjZhaLyXLtn8kbKEBteyk,517,13,6,12,7,3,56506,17239,4985,29494,21956,18,2,52,26,3041,3089,3157,3285,3020,3100,3363,Sylas
8904,TOP,k2k-D1gFMXpF2IXP9XdesfIS2-WSNAdI4lq4w9_DmzwGnA,517,2,5,8,0,1,12694,2285,2285,23184,9847,15,3,31,17,2055,3152,2421,3111,3285,3108,3340,Sylas
9199,TOP,OnvXwXtBoDG_huG715XZ1WsxiLhO4_n8QfI5lvuXvZZ1qxXVX_GjgJwR,517,19,8,7,6,3,28942,4349,2621,24011,15003,17,5,22,36,3152,3157,0,3111,3285,3089,3340,Sylas
9276,TOP,M2zzwU9b2iwV-wQeiZZ-lDo_CIap3uRZuvLpiyuvBHvCpA,11,7,4,6,2,1,12630,1342,1342,16529,8954,13,3,18,2,1055,2031,3153,1036,3091,3111,3363,MasterYi
9480,TOP,OnvXwXtBoDG_huG715XZ1WsxiLhO4_n8QfI5lvuXvZZ1qxXVX_GjgJwR,517,5,11,13,2,2,26558,4471,3180,41037,12863,17,6,30,25,3152,3157,2055,3111,3285,1058,3340,Sylas
9509,TOP,JGHxqemQyT2xBuA0rogJe7sF1wmroV3fWVVnAwwJJCw6SA,76,4,1,5,3,1,11138,8536,4088,13177,10423,14,1,29,0,1056,3285,3027,1056,3020,1052,3340,Nidalee
9743,TOP,G8FVAUyKO4Z2yutJNwK4WnVVJPiKJBs9IW53g17fQw_2Lmo,517,4,3,2,3,1,9910,2854,2854,18060,11150,14,3,19,15,2033,3152,3285,3020,3165,1052,3340,Sylas
10015,TOP,aOXo8kVNZMvTGNUXds1PCdruTxmE3be3oRSkt0Z4EuUpMwo,79,4,3,4,2,1,11653,8703,4398,24083,11708,16,5,38,23,3157,3916,3111,3285,1026,2055,3340,Gragas
10910,TOP,TgCS_FvIKq4_YzpSauP7Id31Kfq26yKoVxp1_A7VU0IwNA,517,10,3,3,7,1,23105,2194,2194,20875,10927,14,0,12,17,3152,2033,1082,3020,3285,3102,3340,Sylas
11031,TOP,F41M05i62Nw1lVrfd1atluY4fYqtLMtRzAMixBVlfhW6vQ,517,11,6,8,5,2,33279,4853,4296,28640,15253,16,9,43,36,3157,3152,0,3047,3089,3165,3340,Sylas
11072,TOP,bDYQqmJh4iqFw5-e-AOYEYlquks7hEkAJ_fK3dO7b4QOFyw,517,8,7,6,5,2,16916,4399,3254,23045,11485,14,2,26,24,2421,3047,3152,3089,3285,0,3340,Sylas
11073,TOP,AEWpBCPm4GtEt3N1SBN8gVimHEPAW9QFSFt-BParuIvXSA,59,4,5,12,0,1,14824,0,0,13578,9594,14,0,19,12,3142,2033,3047,3123,3147,1036,3340,JarvanIV
11078,TOP,bDYQqmJh4iqFw5-e-AOYEYlquks7hEkAJ_fK3dO7b4QOFyw,517,5,8,3,2,1,12693,853,853,20102,7836,12,1,7,18,2033,1082,3152,3802,3047,1026,3340,Sylas
11092,TOP,bDYQqmJh4iqFw5-e-AOYEYlquks7hEkAJ_fK3dO7b4QOFyw,517,1,4,12,0,1,22532,3519,2009,35463,12324,17,5,32,36,3047,3089,1058,3157,3027,0,3340,Sylas
11353,TOP,tDSsH0STTiL4_oMavo1QuvZuF4VTT-gHGs1AMOQfwKVbUA,11,3,10,6,2,1,9033,12706,2540,23926,10160,15,1,26,0,3077,2421,3047,3156,3124,0,3340,MasterYi
11672,TOP,DTgCZZH2sTBs-6_Eg6oRhUn9cOiu7wsUWdHyrcTkFrbOBg,517,5,11,11,0,1,22176,4513,2224,28789,14094,18,3,20,25,1058,3285,3165,1058,3135,3020,3340,Sylas
11752,TOP,AEWpBCPm4GtEt3N1SBN8gVimHEPAW9QFSFt-BParuIvXSA,59,3,5,16,2,2,20006,12097,5376,18724,12678,16,0,17,11,3142,3147,3026,0,3111,0,3340,JarvanIV
12229,TOP,MIBTqjQqv5ZpURzpcC_E9nnv4D6GDh-44rRDt2RUch-wpP3cJGH4sNyj,120,5,4,19,3,2,27552,10540,8020,51918,17920,18,5,30,27,1011,3026,3194,3078,3047,3053,3340,Hecarim
13282,TOP,AEWpBCPm4GtEt3N1SBN8gVimHEPAW9QFSFt-BParuIvXSA,59,7,7,8,2,2,15589,6936,1224,28061,13949,17,1,22,21,3748,3065,3068,3075,3047,0,3340,JarvanIV
13395,TOP,miTqN45bHmW2GRreKLbu3_FEA62hqLGroBFCZox7DEonmcHNxD5Yt_wx,102,4,9,18,3,2,17332,6300,4215,30154,13372,17,3,27,5,3161,3190,3905,3047,3075,0,3364,Shyvana
13490,TOP,KLfm84FVxJ6mITARYbm86IECQuTAs4towJlDvityIZ46Oeg,517,7,2,7,3,2,15194,3436,3436,11680,10256,13,2,16,20,2033,3157,1056,1056,3285,3020,3340,Sylas
13562,TOP,uaWQT2af2uNHHUHCFaFcHGPIV2bSZVCTCjCSUVO8dU34L98,517,5,4,11,3,1,21973,8516,3828,26994,12798,17,2,21,26,3157,3135,3152,3165,3111,0,3363,Sylas
13709,TOP,Y8kA4ZMoukw0vTnOg_qD8pThJ3pk_3bbRZ2ZMb_-88G-1ok,64,5,7,16,2,1,13209,25832,2159,30700,11058,15,6,27,25,2055,2031,3052,3111,1412,3026,3340,LeeSin
14102,TOP,HlZVNdfVlHrPM5VMHWWDdSvCeCC_fyLdta-_eRf2KIL_Ew,517,2,15,14,0,1,21062,11892,2011,44588,11187,17,1,13,25,1056,3152,3157,3165,3020,1056,3340,Sylas
15492,TOP,_VDES5jFy0NFMjVIr4A7czLy6UYPmCqA1u-R6m-S8nXjF-w,517,3,2,3,3,1,12414,2478,1662,12943,8605,13,1,17,15,3020,3152,2033,1029,3285,1029,3340,Sylas
16267,TOP,2jxcIlN3bRTQQXQMV3pM-LqMsa1Vh2VI5pXpN-bzA9gg0g8,11,5,8,1,2,2,12898,2914,2914,20298,7384,12,1,9,0,1055,1053,3091,1001,1037,1052,3340,MasterYi
16495,TOP,aOXo8kVNZMvTGNUXds1PCdruTxmE3be3oRSkt0Z4EuUpMwo,79,2,1,8,0,1,9264,4016,2824,14196,8018,13,5,20,21,2421,2033,1082,3024,3047,3001,3340,Gragas
16705,TOP,uIUCmT_6P1ipQHLf_zn2SD8U_aHMLUQ2vZdCSj4KS1LCtw,517,4,3,6,2,2,15737,4305,974,18292,8853,14,5,21,20,2421,3020,3152,3285,0,0,3363,Sylas
17555,TOP,_VDES5jFy0NFMjVIr4A7czLy6UYPmCqA1u-R6m-S8nXjF-w,517,1,6,7,0,1,8005,4201,681,14650,6576,13,2,17,10,3047,3157,2033,3067,0,0,3363,Sylas
19006,TOP,C5TPx3hElG4GIfOv-3zKp5eQxupc8dfUil40aYx6OGREHw,77,11,5,7,5,1,31300,6817,2434,30953,15142,17,0,3,70,3157,3025,3047,3110,3065,3136,3340,Udyr
19089,TOP,C5TPx3hElG4GIfOv-3zKp5eQxupc8dfUil40aYx6OGREHw,77,6,2,10,5,1,16273,12819,3381,15212,8739,13,0,8,41,1082,2031,3025,3047,3110,0,3340,Udyr
20023,TOP,ew3VFK0NVENATZRAbYWhITK5-wwqWu_KI6SQZo6hiJycww,19,3,15,2,0,1,11986,1794,1374,39665,10058,14,0,16,22,2033,3812,3077,3078,3047,2004,3340,Warwick
20890,TOP,_-UZqDGPwOQcDPbAYlEOdJDyRWPJNjYoV87FzcC8P0HFhKkLPtIg27gB,517,6,4,4,3,2,18620,2729,2729,21985,8957,14,0,1,27,3020,3285,1052,0,3152,0,3340,Sylas
21341,TOP,9G3n80KPcJKrBuy0MWHtem2CW_bUH5GC_0Ur3KPK9BQBx_A,32,1,7,4,0,1,11299,4333,0,13184,5718,12,0,6,16,2033,1056,3191,3802,3020,1026,3364,Amumu
21444,TOP,VmTnkv0K1YBPirw9_uAM7kX01ABuT8XE3k6O_0UDQbk2vB8,120,10,9,15,4,2,27621,5256,2651,45188,14862,17,2,28,31,3071,3025,3065,3033,3211,3111,3340,Hecarim
21477,TOP,C5TPx3hElG4GIfOv-3zKp5eQxupc8dfUil40aYx6OGREHw,77,1,7,3,0,1,4582,132,132,20591,5763,11,0,6,21,1054,3025,3047,1029,1028,0,3340,Udyr
21560,TOP,GJN-BrG_qqkzqKcRxcgibILE2KQL62BXEPsnqKSeVy6KunM,79,3,4,5,3,1,15899,8334,5367,17380,9815,14,0,10,49,1056,3157,3047,1056,3025,3136,3340,Gragas
22383,TOP,8mxGxOaBn8_NieSC3zfSK-qFSrYI7GnTqF2GZBo8x9ex_vI,163,9,9,5,4,1,24518,978,978,23259,11408,14,4,16,23,3030,2033,3116,3020,3165,1026,3363,Taliyah
23341,TOP,_U_CFFBRneBA5bbtZe-E_MSTRVB6nRtkYQuuuOd7sRMqNGI,517,0,5,3,0,0,16274,1065,582,22619,6295,12,0,9,23,1082,3152,2033,3047,3802,0,3340,Sylas
23391,TOP,yihEiZheNsGSXTBzrAAzPUhdpOId0MDprlcF2JAzQYSEgKqbvwYz4Xi6,19,5,12,3,0,1,17535,3538,3538,45580,11807,15,0,13,23,3748,1054,3091,3025,3111,1028,3340,Warwick
23465,TOP,CXZWdYNsg5ISJ1q8sfIcY1G7WiBuC_CIDL_kyApkZgOMg2o,48,0,9,8,0,0,5618,3530,3530,26998,8373,14,3,22,13,3047,2033,3077,3065,1031,1028,3340,Trundle
23468,TOP,C4uMzdEdfrSKzevksNd8c9lqsg0A-mEP0rB7MpN_uu8MCg,517,4,9,9,0,1,16831,5780,2077,33246,11868,17,6,46,11,2033,3157,2055,3285,3020,3165,3340,Sylas
24796,TOP,ssjcRROQ2yDxGNQG5Zuc2-OYc303KuAJUpOl9UnRWmkOYQ,517,10,3,9,5,5,19019,3830,2951,12334,10881,13,0,10,16,3020,3152,3285,3165,0,0,3340,Sylas
26823,TOP,lS0hLWiBh9H_Fmzi2dNXdnYzuGCTrEAPIYZVV9UMkYEvIBs,48,2,11,2,0,1,18571,5054,5054,41686,9903,15,0,13,18,3078,2033,3077,3065,1028,3111,3340,Trundle
27593,TOP,QkIyvGhia3bJASl8sWLMKtna_QOkZ45O1VDLPN5rvH7AZQ,121,1,4,3,0,1,12183,4275,1072,14956,6327,12,2,14,20,3042,3047,1036,3134,1036,0,3340,Khazix
28555,TOP,qX-0hyRQ3hY6hcoORsC_Uf3vEHp8mWhIlOvCWsNwA_-WFVA,30,11,9,13,3,2,28719,178,0,31154,14078,17,1,13,18,3165,3157,3285,3027,3020,0,3364,Karthus
28846,TOP,_WAooEi8rYy5LkL2j_p-rWU1HA2TpF97aT3Qu2ZgRGQH6Ys,517,4,8,9,0,1,18918,5347,1443,26715,11069,16,1,20,22,2033,3157,3152,3020,3285,0,3364,Sylas
28882,TOP,8Ug7XJanAJMHa19cmtA7xAoTgCPEkB6W9ARjRyPbY3QNcIw,9,16,15,36,3,3,51415,620,620,50573,18527,18,0,0,203,3030,3165,3151,3116,3065,3020,0,Fiddlesticks
29835,TOP,78T9IeR_0xhtfoL_Z66hEteI5iWaUArqOwKnDwRRk1QjtX8,59,2,5,0,0,1,6014,1517,1339,13678,6257,11,1,16,9,1055,3147,2033,3111,1036,0,3364,JarvanIV
858,TOP,q0-wf3pL_LOkYlZ2GOej5E7ZJYkSrAbjZgg9IQR1IeaRxw,517,6,11,10,2,1,28213,6194,1201,33741,13919,18,6,39,36,3157,3152,3020,3100,1058,1058,3340,Sylas
1074,TOP,2NzbQCsY6l5EBb_dC-NcoKxPcqXj70tNFjrDUKcsa96-Nrs,48,1,7,8,0,1,8296,2929,0,22442,8512,14,1,21,12,3082,3047,3076,1054,1055,3748,3340,Trundle
1095,TOP,noFClVOqsYkdyPLtS3CwugD-pkttKL3YkQHVcw5e7s4,154,3,5,4,2,1,7808,1856,116,36023,9595,13,5,29,36,3083,0,0,3065,1401,3047,3364,Zac
1555,TOP,KoNxMw6lz1jsaszXSdIXM1YlBNwkJWAsPrLX6oOmRpC5NQ,141,5,3,14,3,1,14233,28445,1350,32589,11826,14,4,34,16,1029,3143,1028,3071,3047,1412,3364,Kayn
1582,TOP,yJIFZ3ndChhYpYnbJl2F5FUdpVNM_Ear1bFrh2xylXK-_SY,79,4,7,2,2,1,13480,1348,825,24228,7959,12,2,19,25,1031,1031,1031,1031,1031,1031,3364,Gragas
2007,TOP,ml-fsk8oH0aWW_8vGqvAnySRPiWS8X0AiCorBxBlnTHpi2o,517,4,7,11,2,2,21210,3923,1681,38294,13531,18,7,34,24,3157,3152,3047,3285,1058,1026,3340,Sylas
2132,TOP,Ehthl2BW7Xr4WKZJq4s353Y5q1skO80UoRh4xXUXuik13A,56,5,10,4,0,1,15479,7474,4219,28538,10598,14,1,16,141,3077,3052,3147,3071,1028,3111,3340,Nocturne
3181,TOP,3eC0jSYwFSG401rsjzHwAgw02um5A2-OWg_EZ6k66eCq5g,59,0,7,8,0,0,7249,9131,3583,17247,7871,13,2,23,8,3047,2033,3077,3052,1028,3071,3340,JarvanIV
3213,TOP,6TbnSkYCpgECbqDhxqdUdZ6YeKbOMln2OuT2-k3whvsZMg,59,1,6,7,0,1,10385,1573,1573,19928,9444,15,1,18,16,3748,2421,1031,3047,3076,1057,3340,JarvanIV
3233,TOP,6TbnSkYCpgECbqDhxqdUdZ6YeKbOMln2OuT2-k3whvsZMg,59,6,2,13,4,1,13681,5869,4061,17276,10278,13,4,20,14,3074,2033,0,3076,3047,3071,3340,JarvanIV
3489,TOP,xkbRhAP2LbC3dYhqeamuaK1oA0T12SPktFrWEQMhVJz1ZQ,76,2,7,17,0,1,16475,5106,3117,30883,10794,15,5,32,24,3030,3157,1026,3136,3047,0,3363,Nidalee
3873,TOP,7ksndfgTKBHkW9kOKzjIh_yccZmVdUkiTNzkfCrvc1B_zxY,11,8,13,6,2,1,24770,13797,546,37519,13723,15,1,29,5,3087,1053,3031,3006,3046,1400,3340,MasterYi
3967,TOP,4iu7JzVDujyM8C73pB01M_B46uG-JRKjcFbJK9xKSdaUWA,48,5,4,5,4,3,13548,16327,13011,21371,11473,14,4,24,17,1055,3074,3047,2055,3025,3065,3340,Trundle
4201,TOP,Sep9msxDi_wjYLcLhuVCXDa3swsct7PUWZxmZSlnr0w0hmo,517,6,9,12,2,2,14392,8855,7162,25785,11623,16,6,15,18,3111,3157,3285,1026,2055,1052,3340,Sylas
4253,TOP,_WaR0B29kUJdnCojuXe_IVEnInzFtJk7hL-LwhOF8Bhpcw,517,12,2,14,8,2,24204,5933,5933,19207,12715,14,2,11,21,1082,3285,3152,1056,3157,3111,3340,Sylas
4448,TOP,AEWpBCPm4GtEt3N1SBN8gVimHEPAW9QFSFt-BParuIvXSA,59,0,4,10,0,0,8326,6726,2385,17267,8636,14,0,14,10,3748,2033,3047,3071,1029,0,3340,JarvanIV
4884,TOP,hqEkPzedJjUHvadHoEuQeOaNhzYvKGL_sDUjfpDyML3JZg,517,10,1,6,9,2,12750,5184,2637,12965,10914,14,4,26,22,3108,3152,2421,3020,3285,1082,3364,Sylas
5121,TOP,EL-KjTleM6Nz_bqOONEpFWm6dY1tA0gbdH-HJg-HyF043rU,48,2,3,12,0,1,5320,4100,3965,18803,8183,12,2,10,31,3024,1054,3047,1029,3222,3190,3364,Trundle
5758,TOP,CXZWdYNsg5ISJ1q8sfIcY1G7WiBuC_CIDL_kyApkZgOMg2o,19,4,4,9,0,1,7523,6082,3148,24043,11414,16,1,19,23,3047,3078,3748,3052,1029,1037,3340,Warwick
6155,TOP,xVOftXaiP4-VZqkafAlYWxgzt9wq3Z3lma9WOdZRHbaou6s,79,1,3,6,0,1,8895,2387,1941,22486,7952,14,1,11,38,2033,3047,3024,3068,3211,1028,3340,Gragas
6266,TOP,5fB-52Iip5-7d6REoKvrOSrIDTBcs6S4uz_UlX4jwgp7PQ,5,2,9,12,0,1,13052,4084,3295,27476,8654,13,4,27,24,3078,3052,1033,3047,1054,1029,3340,XinZhao
6361,TOP,_VDES5jFy0NFMjVIr4A7czLy6UYPmCqA1u-R6m-S8nXjF-w,517,2,8,6,0,1,10395,2829,0,21982,8916,14,0,15,32,2033,3152,3157,3111,1026,1052,3363,Sylas
6402,TOP,rFoPUrkIPCFtbGVcnU8DAmO1KfoDgx0MEvJ5h4L465mUGQ,5,3,11,16,2,1,27182,25619,2281,64531,15268,18,5,59,27,1412,0,3371,3111,3046,3022,3340,XinZhao
6552,TOP,nC1Y4xmaEsU2x3j9uqG60d1DS1yAZZX8FaIOOtOkBky7hyI,517,6,12,9,0,1,19045,1631,695,34243,10948,15,1,20,22,2033,3152,3157,3047,1082,3165,3340,Sylas
6859,TOP,_Wr6EgKftiL4Kyko2CLIq1_udDaIbeRn_ojsFbefKxqvKR0,48,6,6,11,3,3,23210,13003,13003,38480,13917,17,0,19,21,3143,3748,2420,3078,3047,1038,3340,Trundle
6890,TOP,1Q1zY5PrfOdGR3dn35J8nWcNajYJSw5nEbrkthRVcxROPw,517,9,6,9,6,2,22974,4071,4071,31598,14463,18,5,50,25,2055,3157,3152,3285,3165,3111,3340,Sylas
