,Lane,Summoner,Champion,Kills,Deaths,Assists,Killing_Spree,Multikills,Total_Damage,Damage_To_Objectives,Damage_To_Turrets,Damage_Taken,Gold_Earned,Champ_Level,Wards_Bought,Vision_Score,Crowd_Controls,Item_0,Item_1,Item_2,Item_3,Item_4,Item_5,Item_6,champion_name
8,TOP,xZllBInoF5UYOeC_J6ajwRfaQVXhWuT3MKuQcst6XQcX_g,518,3,6,4,2,1,16640,19544,6147,18458,11011,15,0,18,25,1018,3153,3006,3123,3085,1037,3340,Neeko
14,TOP,pABgmovHF4o0fkvV07C0tyAMO4ohie9lgkV3kNymHXscISS1FPzYmusB,13,4,3,8,2,2,13014,7945,1234,11345,9202,13,2,15,12,3040,3907,0,0,0,3158,3340,Ryze
65,TOP,mYXAG2pxtnLB2OL1J07x1YS0e37PkCmtsOlS9PHdcu_jL40,268,7,6,7,2,1,27212,5089,4542,18927,13468,15,3,22,12,1058,3157,3115,1058,3020,3135,3363,Azir
107,TOP,CdvbZGOaUL2ZdkQ2q_sN7Dfj6U-j43AIvQNMfgxYz5E26X597gDUwizZ,42,4,6,3,3,2,21081,4272,1272,20363,11497,15,4,25,0,3020,3031,0,3078,3046,0,3363,Corki
243,TOP,dBRVgXQf7y-HECfH7u5uhFgocl8ELZvnFa6JuMhoTgngAA,136,3,2,2,2,1,5804,0,0,11131,7530,11,2,7,10,2033,1082,3020,3027,3116,2055,3340,AurelionSol
313,TOP,bGr31kb_bZi6epNGn9CZBEfwp9mogrErxiHrxEc_5yA5FQ,246,12,5,12,7,2,32448,4715,1737,30904,13827,16,2,13,16,2033,2421,3142,3047,3071,3147,3363,Qiyana
426,TOP,F41M05i62Nw1lVrfd1atluY4fYqtLMtRzAMixBVlfhW6vQ,4,10,7,11,5,1,19492,13749,11740,31003,18692,18,6,30,45,3026,3031,3022,3078,3006,3094,3340,TwistedFate
431,TOP,F41M05i62Nw1lVrfd1atluY4fYqtLMtRzAMixBVlfhW6vQ,4,12,6,9,7,3,26302,9374,7978,21652,14486,15,4,36,61,3026,3031,0,3094,3078,3006,3340,TwistedFate
452,TOP,F41M05i62Nw1lVrfd1atluY4fYqtLMtRzAMixBVlfhW6vQ,4,4,6,8,2,2,10005,5047,3247,15643,9789,13,4,36,28,2033,1042,0,3078,3111,3091,3340,TwistedFate
482,TOP,F41M05i62Nw1lVrfd1atluY4fYqtLMtRzAMixBVlfhW6vQ,4,7,5,12,3,2,19544,8739,5599,22489,11882,14,4,20,45,2033,3111,3140,3078,3094,1053,3364,TwistedFate
485,TOP,DYW6XWP6IDd_l2PMF4Q82Vw88IzkMdHFRUUQdzBFKiDCnyTLVL1JamZk,84,7,6,5,3,2,18310,5451,3725,33515,14925,17,4,39,9,3191,2421,3146,3165,3089,3020,3340,Akali
515,TOP,qhAkDI2T8Uf8oiUDQO0xBvxOB-mFcBH49IzENoj4tsFbFg,91,5,6,8,2,1,18020,11806,3168,22710,11861,15,2,27,4,3077,3133,3814,3147,3111,3134,3363,Talon
574,TOP,QTJIMVHOllBYkavZD8f5qDMBlP-6EFtu5ZD2v9Dgq5V6UNY,112,7,5,10,6,2,24408,3438,3438,12812,11070,15,0,11,20,3040,2421,3198,1056,3191,3020,3340,Viktor
586,TOP,EfIFcW1Xpz96ygvuugAZFXELuokeB6HHECrlh4ipPLPhkQ,518,3,9,7,0,1,16653,6083,4018,24299,12178,16,1,25,47,3030,3905,3157,0,3020,3916,3340,Neeko
647,TOP,_sVU2gU9ULAv4tmUkIs1uTDHP0y_AWDEyQNotrOYrXjmPz0,238,9,3,7,4,1,12584,4906,4906,9224,10863,13,2,15,2,3047,1029,1037,3142,3147,0,3340,Zed
652,TOP,khp9X8OZk3kLykpnBVTn0VonpHd9C_CrEpcqdS_b68qEims,84,2,12,6,0,1,11787,0,0,22538,5873,11,1,13,5,1054,3146,1052,1028,1001,0,3340,Akali
711,TOP,KVGSECYgkQi8KMEGKWEwkV1dBy-BXAK-3V-w09ohS6EHHQ,4,8,9,15,5,1,28618,6586,1496,29578,11788,15,1,21,70,3094,2033,2421,3078,3124,3111,3340,TwistedFate
753,TOP,lTqXDsRx61HN2yfvlMI2q4MX8tiv1acDwkqs8sTSBP3nyg,246,7,4,3,3,1,13424,3582,1449,17361,9070,13,1,6,18,3071,3053,2033,1001,0,3077,3340,Qiyana
816,TOP,27t5KxsERhNRPBIMQebXUlpwqkiLsdAl9riOulxrzNAjzA,38,10,3,5,8,3,25147,9570,5903,24222,13112,16,2,24,24,3040,2055,3027,3020,1082,3165,3340,Kassadin
818,TOP,XliGmUN_gWrTElHYCsBZAo3Sr3I7HLagOjae0TBEFY6ozg,245,3,2,1,2,1,5786,7900,7900,12706,8720,12,4,21,4,1056,2055,3152,3020,3100,1052,3340,Ekko
835,TOP,HlG3AlNzr8DfB0_nrLSv5uGeCrOQFWN8E4NZUB1nOtlSkl0,238,2,3,7,2,1,22502,13614,5610,19899,15513,18,0,19,11,3142,3026,3071,3111,3036,3147,3364,Zed
892,TOP,tpef3L__yNlFXWvoBKYY_JT9RNlw7p_SVW8kwy9J-zc3Dw,127,0,0,3,0,0,7726,2003,126,6283,7750,13,3,14,13,3285,2033,0,3191,3108,1001,3363,Lissandra
896,TOP,8QQ5rLsY0q_54ZhUPHzCLYu7TtXrSIfUrZn3CroQwAKITTDuVhyNNF5L,157,3,4,2,2,1,11226,3712,3712,14779,10204,14,0,11,14,1055,3031,1055,3087,3006,3052,3340,Yasuo
902,TOP,P4GGThIHNrJdpACaqEqQR2Miz-CFtB1QxwVDxSSD6d5stg,38,6,3,9,6,2,14299,6917,4380,17241,11125,15,2,19,12,2031,3003,3020,1056,3191,3027,3364,Kassadin
1021,TOP,rSFvkRfxyyLc0hjQ6SWV_yYjFcH9KsYleT7eSjpwP4w4Sg,84,5,5,10,2,2,29368,3809,3809,26357,14058,18,4,31,9,3020,3146,3157,3165,3135,2055,3340,Akali
1141,TOP,27t5KxsERhNRPBIMQebXUlpwqkiLsdAl9riOulxrzNAjzA,7,12,5,10,4,3,16144,7497,1762,18572,12627,15,5,31,11,3041,3113,3165,3285,0,3020,3340,Leblanc
1157,TOP,DyLglCeouvZ9ogS4y8UdJO5rIVpWhi5E9YZ1nQJq0hBROmc,13,8,3,7,4,2,16939,7522,1017,16625,10396,14,3,18,12,3040,0,3111,1058,3116,0,3364,Ryze
1168,TOP,5UWVvJBY2wM2vflTShcQfx7hEgLBOKvBOIM_yX6P5X9CTJ8,61,3,7,10,2,1,9504,684,510,23058,10663,15,3,31,13,2033,3027,3285,3916,1082,3111,3340,Orianna
1214,TOP,44fwomXKRT3ye4MxYQnSkdd_G10jAEiKehI5znAqpgBa_fM,246,4,1,2,4,1,8591,9175,9175,7858,9499,13,1,15,8,3142,3134,1037,3111,3147,1054,3340,Qiyana
1215,TOP,44fwomXKRT3ye4MxYQnSkdd_G10jAEiKehI5znAqpgBa_fM,246,4,4,1,3,1,14181,810,810,20834,7984,12,1,21,17,3111,2033,3155,3078,2424,1036,3340,Qiyana
1249,TOP,9cAtdnLFFBb8d9K2fTg-KoY_LMBzLqgf4ljjA2Zo2znpmw,105,2,7,1,2,1,9313,2728,0,20312,8007,13,0,14,10,3111,3091,2033,1082,3044,3057,3340,Fizz
1280,TOP,44fwomXKRT3ye4MxYQnSkdd_G10jAEiKehI5znAqpgBa_fM,13,9,4,9,4,2,19675,18340,10436,16913,14396,16,5,36,20,3040,3157,0,1058,3111,3165,3363,Ryze
1615,TOP,0NdnUqHxK8G41_lSVUhb5QjkdYQHqVa2ErzmBwRzRlv2_g,157,2,3,3,0,1,8872,12272,8830,12474,11085,15,1,17,13,1053,3031,3006,1038,0,3087,3340,Yasuo
1622,TOP,5RVqqQRCGppXlhQgdrvlLmHJiAPDT-wHuCKyflTOXYmzhA,103,4,7,5,3,1,13741,1326,1018,16820,7922,12,3,18,20,1056,3285,1056,3020,3916,1052,3340,Ahri
1639,TOP,GfM8PaRJu7kDWU5WEdQbva-wtZnDWLKtk_zP718_0HvvROk,13,2,5,6,2,1,10435,2192,55,11217,7734,12,3,19,11,3040,2031,2055,1033,3108,3020,3340,Ryze
1677,TOP,63D32YkA0YOJC7UOGcTuj65HfSckAhZdl02D6Gdzqgz5hg,518,2,6,8,2,2,16186,8297,4176,16734,11156,16,0,21,62,3157,2033,1056,3158,3905,3030,3340,Neeko
1683,TOP,Qxh6ebSicOR_GUJoVd-KxlaEbxkUNOIt_Mo72XRF5pdlJ-4,518,2,0,6,2,1,11169,7949,6232,7586,10281,14,3,22,28,3905,3157,3030,2033,2055,3111,3363,Neeko
1710,TOP,eN5wErjPxjiuqxJUsfwmkSEyWXNmks3iy2mvajKzeb3KRVU,13,5,3,14,3,1,19397,11099,4281,17319,11722,15,2,18,28,3040,3135,2055,1057,3111,3110,3340,Ryze
1800,TOP,KuDBl7qecJa2Y7EW5SRh9J2XcoQ4m69KViKrsDztgjM111Y,84,7,3,10,7,3,14167,3939,1969,18681,10759,15,2,20,5,3146,2031,3165,1054,3020,1058,3363,Akali
1872,TOP,Y6TamVCJIRfGYmcjpvGT2LSuIVSrcTMY7fbpBVnNB3gYcXo,13,5,8,5,2,1,13330,4895,3701,19375,9831,14,3,20,20,3040,2031,3907,2420,3108,3047,3340,Ryze
1897,TOP,BidY_2Lw4mIbCxJZTJ8n6jvyIJe7dw85qbTnx36swx9oAw,1,1,4,1,0,1,7647,814,814,9540,6084,11,0,9,16,1082,1026,3191,3020,3802,3113,3340,Annie
1947,TOP,rskcsOplermKKKYph_S6vSv7bcA2cHg2teREfvnTionBJQ,84,10,5,12,4,1,25044,4581,1140,20999,13871,16,7,25,6,3157,2055,3146,3020,1055,3165,3364,Akali
1978,TOP,RY9HVq0OANPkUVmysfrDldFt6whUr6FHUUDNljw6wMaEbA,518,5,7,8,4,3,13225,5477,2499,15007,9152,14,3,16,49,2033,3030,3905,1001,3191,2424,3340,Neeko
2013,TOP,-Q-xy9UZNSjikBowGlKIEkzuxRe7Zf3QO9Ui5rEzf_vQAoZiO2Y36GqL,518,0,4,0,0,0,6703,3221,318,8081,5821,11,0,10,24,3030,3020,2423,2033,3108,1082,3340,Neeko
2085,TOP,rSFvkRfxyyLc0hjQ6SWV_yYjFcH9KsYleT7eSjpwP4w4Sg,84,4,5,4,2,1,13610,6023,3425,19901,11612,16,6,28,6,1054,3146,3157,3916,2055,3047,3340,Akali
2122,TOP,k2k-D1gFMXpF2IXP9XdesfIS2-WSNAdI4lq4w9_DmzwGnA,518,4,8,2,2,1,10245,3391,2940,19068,7943,11,4,24,54,2033,3030,3905,3020,1052,2421,3363,Neeko
2143,TOP,nI03A1n4rDZKvprgIGy3ml42U3v12ik5b4r-RI69Au_oLQ,518,6,3,10,4,1,20379,8534,5598,14075,11969,15,5,30,68,3030,3905,3157,1058,1056,3111,3363,Neeko
2241,TOP,ZhbxUX6AuemEOBIwiv-7hP_5_QXU9ZPpvEgpdEX88eGLSA,112,6,3,9,4,1,27447,13804,735,16769,13688,17,4,37,9,2421,3108,3165,3100,3198,3111,3363,Viktor
2487,TOP,zxCAucIAmwAUbhOeYKOxiThim4U0sv4rBdQB_AlXquMoWygESASsrgFQ,84,9,13,9,2,1,27600,1942,1373,47037,15366,18,3,21,11,2421,3089,3146,3020,3165,3191,3364,Akali
2521,TOP,trw8qe-r26CjNUEgeUux8ien0tyI624XPZxOHDUdwlLPAIE,61,5,8,12,2,1,18561,6445,3782,18176,10811,15,1,9,18,3114,1026,1056,3020,3165,3285,3363,Orianna
2586,TOP,lF2_xQcljFU1MPG7sgYB4dBgUuNseZqnuU8iax22XXJ-hjE--5GnDssW,69,9,6,3,4,2,19591,9872,1357,30042,13535,17,1,19,40,2033,3040,3102,3116,3151,1056,3364,Cassiopeia
2644,TOP,2c640iB_nOFOaqYLEIRA4rVdGkgVkreNFGHy3qrZE-Pe4k4,157,2,4,2,0,1,12261,3417,3263,9718,9736,14,3,14,12,1055,3087,3047,3031,3052,1028,3340,Yasuo
2701,TOP,OA2TeVgwIXJUHh20rrBb0M1KOVidsYUNIBQ0ZEBHgP4Nkrs,518,3,7,14,0,1,15382,15129,7133,20814,12413,15,2,14,61,3030,1026,3140,3905,3111,3157,3340,Neeko
2778,TOP,P4GGThIHNrJdpACaqEqQR2Miz-CFtB1QxwVDxSSD6d5stg,38,4,5,8,3,1,14380,4108,3350,26454,10419,14,1,14,18,3027,3040,3157,1082,0,1001,3364,Kassadin
2813,TOP,deHx9pPQpTSJmOHig6BVcGASZbE4GuAuq93_3SfOqUAoTpg,13,2,0,4,2,1,5166,9328,4209,5850,9658,14,1,23,10,3040,3165,0,3020,0,0,3363,Ryze
2814,TOP,ExvGV3CvOonsZ0GOcEmuURCs4HTZUPadIBnh30dSta8QEYw,90,5,12,7,2,2,14182,2353,1141,23497,10242,15,3,19,35,2033,3157,3020,1026,3285,1052,3363,Malzahar
2833,TOP,UylE_K0JtglGU75sA3N6sSZC7XfOriQvdhOJr753buT7THQ,142,6,2,12,4,1,32857,6821,3669,22012,12392,16,2,22,44,3157,2033,1056,3165,3285,3158,3363,Zoe
2895,TOP,0C5gqzPoLfMHY1BBimZlHQPb7T8Pj16EfTeKJWuNJaAzF6s,157,2,6,5,0,1,12301,3250,956,19581,9784,14,0,14,14,3087,1055,3006,3031,3052,1037,3363,Yasuo
2920,TOP,vNfEuQArWJYNpYi0uFTr5LVJcSVyapWslp-54xqkWpksfQ,518,2,7,11,0,1,15901,2938,122,21331,8920,15,5,32,45,3905,3030,2420,3191,1056,3020,3340,Neeko
2971,TOP,rFoPUrkIPCFtbGVcnU8DAmO1KfoDgx0MEvJ5h4L465mUGQ,157,1,3,1,0,1,4977,4487,1107,9663,7189,13,0,13,7,1054,1038,3006,3046,1018,0,3340,Yasuo
2977,TOP,_sVU2gU9ULAv4tmUkIs1uTDHP0y_AWDEyQNotrOYrXjmPz0,84,1,3,3,0,1,8936,845,845,13422,8304,13,0,10,3,3020,3157,1052,3146,2031,1028,3340,Akali
3002,TOP,pdktjokW2F-IOl0T6PAMo2hqeGrdYWqA99JVqmTE1Kv_rDUWcweBXndu,134,7,3,8,2,1,16451,4429,2330,13893,11679,16,0,19,26,3020,3165,3285,3135,1052,0,3340,Syndra
3013,TOP,fzihLdYW2LaanPboIE2hDZqT9DeR5NttAObOVUz13tgvPtI,518,4,5,11,2,1,20838,9658,4695,24343,12487,17,4,39,56,3089,3020,3030,3157,1026,1052,3340,Neeko
3014,TOP,fzihLdYW2LaanPboIE2hDZqT9DeR5NttAObOVUz13tgvPtI,112,5,4,2,4,2,18218,7096,4504,13299,8848,13,3,18,9,3198,1056,3111,1082,1056,3116,3340,Viktor
3112,TOP,C5aDsG0gD2X3oMhuuVN_LULjdol9mttyjDz69MfHNgebQQ,13,2,6,9,0,1,21377,8233,0,19834,12186,17,2,16,26,1058,2033,3040,3157,3165,3020,3363,Ryze
3135,TOP,dBRVgXQf7y-HECfH7u5uhFgocl8ELZvnFa6JuMhoTgngAA,245,4,4,7,3,1,19452,1884,488,26238,10513,14,1,15,17,1082,3100,3152,3089,0,1001,3340,Ekko
3163,TOP,_sVU2gU9ULAv4tmUkIs1uTDHP0y_AWDEyQNotrOYrXjmPz0,238,2,4,1,0,1,11584,7262,452,17995,9282,13,2,13,4,3111,3067,3044,3142,3147,0,3363,Zed
3175,TOP,8u8hyVVEgfesimvB4ocBNULpbkMD8lNx8tOI1Mt6I3AmgBY,518,6,11,22,3,3,33007,4733,3206,38452,16417,18,2,22,88,3157,3030,3905,3020,3165,1058,3364,Neeko
3290,TOP,oyB72v5WYPxR-nojoovu6n4AaxNasRvBSuSaGDH0tVuewvM,103,5,3,2,5,1,25429,2003,2003,18908,12036,16,3,26,49,3030,1026,1052,3905,3165,3020,3364,Ahri
3431,TOP,WHJEzE0ya0krvK7hojrXIWnJE5zGTmAZkMI5LdDKhu9wsbNjyhgWeBye,246,0,5,2,0,0,8732,2490,2490,12169,6352,10,2,10,15,3142,3077,2033,1036,1001,0,3340,Qiyana
3551,TOP,YkEGhlbht6Us3flSR5adE7ZArzcga3sht4mWHLNPAINuEjoAA5UmVOv8,518,3,1,2,3,1,5452,6190,6190,6499,8158,12,2,11,16,3905,2033,3030,3020,1052,0,3363,Neeko
3610,TOP,nI03A1n4rDZKvprgIGy3ml42U3v12ik5b4r-RI69Au_oLQ,246,8,0,7,8,2,21985,6134,3858,13171,13111,16,5,23,24,3142,2033,2055,3147,3071,3047,3340,Qiyana
3642,TOP,nI03A1n4rDZKvprgIGy3ml42U3v12ik5b4r-RI69Au_oLQ,518,1,6,8,0,1,10701,4528,3845,12455,9446,14,2,13,35,3030,3905,2424,1056,3191,3111,3340,Neeko
3804,TOP,WHJEzE0ya0krvK7hojrXIWnJE5zGTmAZkMI5LdDKhu9wsbNjyhgWeBye,34,7,2,4,5,1,16391,3840,1822,17449,10280,14,2,13,34,0,3040,1058,3047,3027,0,3340,Anivia
3844,TOP,XHgC094D1aGL9loH5RI3YllQh08i_HVgqeXGMW1moIYzCuQ,157,2,7,1,0,1,5519,1516,479,14160,6483,11,1,7,5,1054,3087,2055,3047,1018,0,3340,Yasuo
3855,TOP,WHJEzE0ya0krvK7hojrXIWnJE5zGTmAZkMI5LdDKhu9wsbNjyhgWeBye,4,3,4,6,2,1,12984,3029,2666,15687,10275,13,2,28,32,2033,3094,2422,3091,0,3078,3340,TwistedFate
3978,TOP,2etSRsxjiA1RIu5GaiIw8SMNrjbokp3mWN9IpvD0kBKUllM,13,5,3,5,5,2,17499,7187,3588,16795,10475,15,2,8,27,0,2033,3040,3165,3111,1052,3340,Ryze
3979,TOP,NITux8QR-3QI9l8hdcE_JLvSGlUwkHgMpjQ5xo2Ds6UvSw,13,6,4,14,5,2,26389,12417,7737,21658,13828,17,4,31,31,3040,3800,3907,3020,3135,0,3340,Ryze
3988,TOP,lF2_xQcljFU1MPG7sgYB4dBgUuNseZqnuU8iax22XXJ-hjE--5GnDssW,69,4,7,4,2,1,10969,2042,608,15923,9052,12,3,19,16,2031,3040,3116,1056,1052,1026,3340,Cassiopeia
3995,TOP,rSFvkRfxyyLc0hjQ6SWV_yYjFcH9KsYleT7eSjpwP4w4Sg,84,3,3,2,0,1,12184,1772,1772,13021,10279,14,1,18,5,1054,3146,3157,3047,1026,1052,3340,Akali
4167,TOP,erd9jh0F6V06SG0LpvDsbkKureZ9d8q13pcf2fZaLp86YZY,13,3,4,5,2,1,18707,9171,4423,19263,10671,16,0,16,20,3040,2031,3001,3111,3082,3024,3340,Ryze
4313,TOP,edmwkUtZ5Z-CAL40PLo9hJVFhqY86DoWu7SGsMO-mBbgCA,84,1,4,3,0,1,11938,1677,1677,13452,6703,12,4,14,4,3020,3146,0,0,3191,1054,3340,Akali
4406,TOP,TNFbYv-dYIRmpG1toU7z5NXSOLG3f0xgueyQHgVhuprUUWY,84,5,2,6,3,1,14945,2690,2386,16831,9925,13,1,20,6,3020,3146,1026,3157,1055,0,3364,Akali
4410,TOP,41SI3lr07mf1Xzft-jl3yujfvWpJVroNCh4J3dExAlhtdg,105,5,2,4,3,1,16532,7677,5842,17338,12980,17,2,32,12,2033,3157,3152,3100,3020,1058,3340,Fizz
4429,TOP,mfxe_2MomcX5JbucpJnxLNKSO0TlQdUudTnAMN2jhTJ2KRs3iVY2xPN2,238,4,8,8,3,1,19477,5884,5884,24416,14619,18,2,29,3,3142,2420,3814,3071,3047,3036,3340,Zed
4464,TOP,7lLRCTZyx_eBwsflVetX3F_qS0CB24okxzsx5oy6ibLN6Q,84,2,5,4,0,1,10556,1802,1802,14712,8030,12,4,18,3,3146,1026,0,3020,1055,3916,3340,Akali
4556,TOP,hqEkPzedJjUHvadHoEuQeOaNhzYvKGL_sDUjfpDyML3JZg,103,1,4,2,0,1,13092,4357,629,13814,8622,13,4,19,26,2055,3030,3905,1056,3020,1026,3364,Ahri
4567,TOP,K3jWQSRJ79s3Boovkj-4Z84YdLGLGSXT2YLClaNW3MtDIq8,1,4,2,7,3,2,6844,1622,1622,10676,8482,13,1,11,14,3165,3152,1082,3020,0,0,3364,Annie
4587,TOP,J7tl1O66K8BrvwyeyW3rkzke5Qc9Rv92s_g13zpi0IManNc,84,7,4,10,3,2,19186,6911,3416,21596,13585,16,3,27,8,3146,1026,3157,1054,3194,3111,3363,Akali
4613,TOP,fzihLdYW2LaanPboIE2hDZqT9DeR5NttAObOVUz13tgvPtI,84,1,8,5,0,1,18371,2147,0,29739,8655,13,3,21,7,1054,3146,3020,3916,3191,0,3340,Akali
4678,TOP,_sVU2gU9ULAv4tmUkIs1uTDHP0y_AWDEyQNotrOYrXjmPz0,84,5,4,6,3,1,15415,1885,1658,18225,9675,14,2,19,7,3020,2421,3108,3146,3165,1029,3340,Akali
4716,TOP,7t6fieniChRHMKuKumcCNsLpNWPWVzqiNpOT4Xkp_HEw4gU,34,4,2,4,4,1,10772,4853,2598,14688,9275,13,1,13,24,3041,2421,2053,3916,3027,3020,3363,Anivia
4751,TOP,BiSoUpWgkmuf-Row_dYP1puznTEAjsLn4cTp5kzGApvcNMs,518,3,7,5,2,2,10512,5255,3631,15284,9021,14,1,14,42,3157,1052,3030,3108,1056,1001,3340,Neeko
4761,TOP,GYqCMna7JP05pRcRnu8UqjcTm5qxg-qu7GuT0onKR_OoWng,84,5,8,6,3,1,22821,0,0,29809,11464,15,3,26,7,3146,3157,3020,3135,1054,0,3340,Akali
4771,TOP,srkk4XMWv9J08ZB6KFIUFUaGnklxWPRJElBIIXxfwCDQ7g,157,3,5,3,0,1,7570,1250,1250,12565,8252,12,1,18,13,3087,1038,1018,1037,1053,3006,3340,Yasuo
4887,TOP,bQjwEz2bAZeUyX3lqgkRT1CrV-q5DrSB74tmZWXLVlAdurc,84,4,5,8,2,1,18388,9494,3832,18571,11324,16,1,15,6,1082,1033,3020,3165,3108,3146,3364,Akali
4896,TOP,5W-gpuKHl1Lb5Rp_Yy_QzdmpYff5Qfz-dwOCrc4aLrFuggKF8bU-eT1J,13,6,4,5,4,1,16067,8688,2535,12136,9574,14,0,10,22,3040,3157,2031,3020,1026,0,3340,Ryze
4936,TOP,EnUiewKMOSIIA1661wupOqFvVZ_nS7JK4XFi75Yi4Z71ZA,157,1,6,4,0,1,8231,3527,2770,15087,8974,13,0,16,12,1055,3031,3006,3087,1028,1028,3340,Yasuo
5034,TOP,HfrPWZAMyUlPUy0b5ad-wSWuU3glEk2T_ER0Z2Fw_8Fjfw,91,14,10,3,8,3,20809,4520,1163,20319,12806,15,1,20,4,3077,3142,2421,3147,3036,3117,3340,Talon
5082,TOP,9-vVbG0xolMTujxOT3I8Rr_fMrYQ5maYvyznKiua1FvMxvo,61,4,7,4,2,1,10432,897,897,13182,7725,12,3,17,10,1056,3285,1056,3111,3916,0,3363,Orianna
5113,TOP,QTJIMVHOllBYkavZD8f5qDMBlP-6EFtu5ZD2v9Dgq5V6UNY,34,4,5,7,2,1,10434,10173,2279,29165,10323,14,0,11,27,3027,3040,3020,3151,0,0,3363,Anivia
5141,TOP,rSFvkRfxyyLc0hjQ6SWV_yYjFcH9KsYleT7eSjpwP4w4Sg,84,5,6,3,2,1,22930,3426,3426,25553,11214,15,1,20,7,1054,3146,3047,3165,3135,0,3340,Akali
5262,TOP,dBRVgXQf7y-HECfH7u5uhFgocl8ELZvnFa6JuMhoTgngAA,245,10,7,6,8,2,22099,2917,2579,26042,12153,14,1,14,19,3089,1082,3152,3100,3111,1052,3340,Ekko
5263,TOP,sQ8DPrr6PaP6fnKHDk8DK0hVIRHU7ppod16YoB1NUfUw4tdVolC8iAJf,127,3,3,7,2,1,6235,2743,1410,10747,6332,11,0,10,20,1056,3152,3020,1052,0,2033,3340,Lissandra
5409,TOP,KuDBl7qecJa2Y7EW5SRh9J2XcoQ4m69KViKrsDztgjM111Y,246,4,4,4,2,2,12133,6793,5166,14039,10044,15,1,25,15,3147,2031,3142,3111,1037,1055,3340,Qiyana
5412,TOP,iOIjWZ8Olzb3zKxlaZMHD8bWCb7aGFcWM5L1vjThJ6UfDMo,90,6,4,16,2,1,16639,6403,2987,13592,14231,17,6,28,66,3030,2421,1058,3116,3111,3151,3363,Malzahar
5524,TOP,ZAVj4OtFirBKQ0RsoSH7cjklL4_Qqy6jpQ7nc8ntNdpWxg,518,8,7,11,2,1,36805,8130,8130,26553,13787,18,3,24,47,3046,3091,3153,3124,3006,0,3363,Neeko
5602,TOP,K4-zKbSqkCRZE0eh7UgbDuasfYs30sRFPoMnGfywyq5krA,45,5,6,6,2,1,20190,3470,3470,25363,13019,17,0,16,24,1026,3100,3009,3285,3089,0,3340,Veigar
5632,TOP,U1n_slFTRk65ZV61tgh_Y5e03ncFDUIYEhHdZv5rDlYFloU,4,13,2,2,8,2,27896,6920,5630,16205,16478,16,3,32,54,3031,3508,1057,3047,3094,3078,3340,TwistedFate
5823,TOP,ZIemMWRL6RiyqbtEF_Uf_TrLV92QxRTmm4z6gCW9JD8co4E,13,8,4,8,3,2,20624,10026,2869,19477,11294,15,5,18,18,3165,3040,3116,3020,0,0,3340,Ryze
5843,TOP,eBir9AyELV8P4RlW7v3y-SPnKMFCIqm_bhpa4sZarocTI08,4,3,5,4,0,1,9540,414,414,18233,9864,13,1,17,20,3047,3191,3027,2421,1056,3100,3340,TwistedFate
5881,TOP,ChUvNPWgPwiaTGHmhu_OYYyEOtBZKnQ94WUGgHH9MqdBAg,238,7,5,1,3,1,17294,1078,1078,18265,11057,14,5,31,5,3071,0,3142,3111,0,3147,3340,Zed
5971,TOP,41SI3lr07mf1Xzft-jl3yujfvWpJVroNCh4J3dExAlhtdg,105,11,3,6,4,2,14447,5489,4130,13323,11100,14,3,20,11,0,3157,3152,3020,3100,1052,3340,Fizz
6190,TOP,sKhGiL38Ej5Uw3z7s98Y8x2DUW7ASVhd05i2vrJ0sHgET5w,518,4,2,11,4,3,17165,13452,10878,10329,12118,15,3,22,56,1058,3020,3905,3030,1056,3135,3340,Neeko
6384,TOP,sfI6j_rcbKkHWXw-kglUxGYIJVhfbstgQfi46h8js99ozA,84,8,5,5,4,2,19780,4278,3344,26921,13930,17,4,34,8,3020,3146,3157,3165,3155,1052,3364,Akali
6402,TOP,p1s0fKsP0dM9OtRPU_JGEbl9_SJqgjSA3XCBLMjOK-I6QGI,7,16,7,11,7,2,48859,18853,5140,44459,22143,18,2,23,21,3089,3390,3165,3041,3020,3135,3364,Leblanc
6423,TOP,SqfnD-vP44mjlMQw_5v8odJAb4Pjq-fqRopH3BPClzurU6Y,518,6,6,8,2,1,9570,6110,5016,14614,10449,14,0,8,36,3030,3157,3905,0,0,3020,3340,Neeko
6464,TOP,BidY_2Lw4mIbCxJZTJ8n6jvyIJe7dw85qbTnx36swx9oAw,1,1,3,4,0,1,9385,0,0,12963,6030,11,1,11,17,3041,2031,3152,3020,1026,0,3340,Annie
6475,TOP,9perMmd41cnU7uQ0oU1UenkxpDAxhMLGbFWeJeWddP6fZw,84,7,3,9,3,2,10855,5670,3274,17971,10140,14,4,21,6,1054,3146,2421,3100,3020,0,3340,Akali
6489,TOP,BidY_2Lw4mIbCxJZTJ8n6jvyIJe7dw85qbTnx36swx9oAw,1,8,6,3,5,2,24642,7134,5142,24489,14452,18,3,34,27,3020,3041,3152,1052,3089,3165,3340,Annie
6576,TOP,EfIFcW1Xpz96ygvuugAZFXELuokeB6HHECrlh4ipPLPhkQ,13,4,4,8,3,1,20603,4918,3131,19969,13374,17,10,31,18,3040,3800,0,3111,1028,3089,3340,Ryze
6581,TOP,iG0ZV5hdYL0LfCiuMWaW8zN5v7cTm_bSkjDg3NRvmzp96os,157,3,5,5,2,2,8123,7332,0,16738,8974,15,1,13,16,1055,1036,3006,3031,3087,0,3340,Yasuo
